onset	duration	lh_orientation	rh_orientation
0.1395	3.000	90	90
8.1700	3.000	none	90
16.2007	3.000	0	0
24.1981	3.000	135	135
32.2121	3.000	135	none
40.1763	3.000	135	45
48.1566	3.000	0	45
56.2040	3.000	0	none
64.2011	3.000	135	0
72.1652	3.000	45	0
80.1628	3.000	45	none
88.2098	3.000	0	0
96.1571	3.000	45	135
104.1546	3.000	45	none
112.2017	3.000	135	0
120.1989	3.000	0	90
128.2130	3.000	0	none
136.1438	3.000	45	45
144.1409	3.000	90	45
152.1384	3.000	45	90
160.1690	3.000	none	90
168.2001	3.000	135	135
176.1636	3.000	45	135
184.1610	3.000	45	none
192.1420	3.000	90	90
200.1558	3.000	90	135
208.1694	3.000	90	none
216.1504	3.000	90	45
224.1644	3.000	0	90
232.1946	3.000	0	none
