onset	duration	lh_orientation	rh_orientation
0.1182	3.000	45	45
8.1652	3.000	45	none
16.1627	3.000	45	135
24.1933	3.000	135	0
32.1572	3.000	45	135
40.1547	3.000	45	none
48.1519	3.000	0	45
56.1657	3.000	90	0
64.2133	3.000	none	0
72.1939	3.000	135	135
80.2077	3.000	0	0
88.2050	3.000	0	none
96.1357	3.000	90	90
104.1331	3.000	45	90
112.1804	3.000	none	90
120.1611	3.000	135	45
128.1418	3.000	90	90
136.1724	3.000	90	none
144.1697	3.000	135	90
152.1168	3.000	45	45
160.1808	3.000	none	45
168.1282	3.000	90	45
176.1923	3.000	0	0
184.1896	3.000	0	none
192.1698	3.000	0	90
200.2006	3.000	0	135
208.1985	3.000	none	135
216.2287	3.000	135	135
224.1761	3.000	90	0
232.1733	3.000	90	none
