onset	duration	lh_orientation	rh_orientation
0.1875	3.000	135	0
8.2016	3.000	none	0
16.1652	3.000	45	0
24.1627	3.000	45	135
32.1600	3.000	45	none
40.1240	3.000	45	45
48.1879	3.000	0	0
56.2017	3.000	none	0
64.1493	3.000	90	90
72.1299	3.000	45	90
80.1769	3.000	none	90
88.1579	3.000	135	90
96.1550	3.000	0	45
104.1861	3.000	0	none
112.1497	3.000	45	135
120.1966	3.000	0	0
128.1944	3.000	0	none
136.2080	3.000	0	0
144.1722	3.000	90	135
152.1527	3.000	135	45
160.2165	3.000	135	none
168.2141	3.000	135	135
176.1446	3.000	90	45
184.1587	3.000	none	45
192.2060	3.000	0	135
200.1368	3.000	90	90
208.1674	3.000	none	90
216.1648	3.000	135	45
224.1455	3.000	90	90
232.1759	3.000	none	90
