onset	duration	lh_orientation	rh_orientation
0.1758	3.000	45	135
8.1395	3.000	45	90
16.1703	3.000	45	none
24.1677	3.000	90	135
32.2150	3.000	0	0
40.2121	3.000	0	none
48.1595	3.000	90	45
56.1400	3.000	45	45
64.2208	3.000	none	45
72.1846	3.000	90	135
80.1820	3.000	135	90
88.2130	3.000	135	none
96.1934	3.000	90	0
104.1739	3.000	135	45
112.1714	3.000	none	45
120.2019	3.000	0	45
128.1492	3.000	90	90
136.1803	3.000	none	90
144.1774	3.000	135	90
152.1750	3.000	45	0
160.1551	3.000	45	none
168.1691	3.000	135	90
176.1997	3.000	0	135
184.2137	3.000	0	none
192.1618	3.000	45	0
200.1582	3.000	0	45
208.1722	3.000	none	45
216.2030	3.000	135	0
224.1835	3.000	0	135
232.1977	3.000	0	none
