onset	duration	lh_orientation	rh_orientation
0.1647	3.000	45	0
8.0794	3.000	45	45
16.1261	3.000	45	none
24.1399	3.000	135	90
32.1372	3.000	0	45
40.1511	3.000	none	45
48.1485	3.000	0	90
56.1458	3.000	90	0
64.1264	3.000	90	none
72.1403	3.000	90	135
80.1709	3.000	0	0
88.1848	3.000	none	0
96.1489	3.000	90	135
104.0961	3.000	45	90
112.1264	3.000	45	none
120.1243	3.000	90	135
128.1216	3.000	135	45
136.1353	3.000	none	45
144.1325	3.000	45	135
152.1300	3.000	135	90
160.1609	3.000	135	none
168.1247	3.000	45	0
176.1392	3.000	135	90
184.1859	3.000	135	none
192.1497	3.000	0	45
200.1306	3.000	90	135
208.1610	3.000	none	135
216.1259	3.000	135	45
224.1559	3.000	0	0
232.1863	3.000	none	0
