onset	duration	lh_orientation	rh_orientation
0.1555	3.000	135	90
8.2194	3.000	135	none
16.1837	3.000	45	45
24.1809	3.000	0	90
32.1946	3.000	0	none
40.1254	3.000	45	45
48.1562	3.000	0	45
56.1700	3.000	none	45
64.1840	3.000	0	0
72.1648	3.000	0	45
80.1952	3.000	0	none
88.1591	3.000	135	90
96.1900	3.000	135	0
104.2038	3.000	135	none
112.1685	3.000	90	0
120.1486	3.000	90	90
128.1626	3.000	none	90
136.1765	3.000	45	0
144.1572	3.000	45	135
152.1877	3.000	none	135
160.1853	3.000	135	135
168.1657	3.000	90	0
176.1632	3.000	45	135
184.2104	3.000	none	135
192.1911	3.000	0	135
200.1883	3.000	135	135
208.1856	3.000	none	135
216.1329	3.000	90	45
224.1470	3.000	90	90
232.1774	3.000	none	90
