onset	duration	frameidx	videotime	audiotime
0.025	0.042	1	0.040	3.103
0.067	0.050	2	0.080	3.134
0.117	0.150	3	0.120	3.184
0.267	0.025	4	0.160	0.125
0.292	0.050	5	0.200	0.150
0.342	0.050	6	0.240	0.200
0.392	0.025	7	0.280	0.250
0.417	0.050	8	0.320	0.275
0.467	0.025	9	0.360	0.325
0.492	0.050	10	0.400	0.350
0.542	0.050	11	0.440	0.400
0.592	0.025	12	0.480	0.450
0.617	0.050	13	0.520	0.475
0.667	0.025	14	0.560	0.525
0.692	0.050	15	0.600	0.550
0.742	0.050	16	0.640	1.012
0.792	0.025	17	0.680	1.062
0.817	0.050	18	0.720	1.087
0.867	0.025	19	0.760	1.137
0.892	0.050	20	0.800	1.162
0.942	0.050	21	0.840	1.212
0.992	0.025	22	0.880	1.262
1.017	0.050	23	0.920	1.287
1.067	0.025	24	0.960	1.345
1.092	0.050	25	1.000	1.370
1.142	0.050	26	1.040	1.420
1.192	0.025	27	1.080	1.470
1.217	0.050	28	1.120	1.495
1.267	0.025	29	1.160	1.545
1.292	0.050	30	1.200	1.570
1.342	0.050	31	1.240	1.620
1.392	0.025	32	1.280	1.678
1.417	0.050	33	1.320	1.703
1.467	0.025	34	1.360	1.753
1.492	0.050	35	1.400	1.778
1.542	0.050	36	1.440	1.828
1.592	0.025	37	1.480	1.878
1.617	0.050	38	1.520	1.903
1.667	0.025	39	1.560	1.834
1.692	0.050	40	1.600	1.859
1.742	0.050	41	1.640	1.909
1.792	0.025	42	1.680	1.959
1.817	0.050	43	1.720	1.985
1.867	0.025	44	1.760	2.034
1.892	0.050	45	1.800	2.059
1.942	0.050	46	1.840	2.109
1.992	0.025	47	1.880	2.159
2.017	0.050	48	1.920	2.184
2.067	0.025	49	1.960	2.234
2.092	0.050	50	2.000	2.259
2.142	0.050	51	2.040	2.309
2.192	0.025	52	2.080	2.359
2.217	0.050	53	2.120	2.384
2.267	0.025	54	2.160	2.434
2.292	0.050	55	2.200	2.482
2.342	0.050	56	2.240	2.532
2.392	0.025	57	2.280	2.582
2.417	0.050	58	2.320	2.607
2.467	0.025	59	2.360	2.657
2.492	0.050	60	2.400	2.682
2.542	0.050	61	2.440	2.732
2.592	0.025	62	2.480	2.782
2.617	0.050	63	2.520	2.815
2.667	0.025	64	2.560	2.865
2.692	0.050	65	2.600	2.890
2.742	0.050	66	2.640	2.940
2.792	0.025	67	2.680	2.990
2.817	0.050	68	2.720	3.015
2.867	0.025	69	2.760	3.065
2.892	0.050	70	2.800	3.090
2.942	0.050	71	2.840	3.149
2.992	0.025	72	2.880	3.198
3.017	0.050	73	2.920	3.224
3.067	0.025	74	2.960	3.274
3.092	0.050	75	3.000	3.299
3.142	0.050	76	3.040	3.349
3.192	0.025	77	3.080	3.399
3.217	0.050	78	3.120	3.424
