onset	duration	lh_orientation	rh_orientation
0.1778	3.000	135	90
8.3082	3.000	135	none
16.1725	3.000	90	45
24.1531	3.000	90	135
32.1505	3.000	90	0
40.2640	3.000	90	none
48.1956	3.000	135	45
56.1757	3.000	45	135
64.3227	3.000	none	135
72.2201	3.000	0	0
80.2176	3.000	0	0
88.2813	3.000	0	none
96.1955	3.000	135	45
104.1765	3.000	135	90
112.2901	3.000	none	90
120.2043	3.000	0	135
128.1183	3.000	90	45
136.2675	3.000	none	45
144.1293	3.000	45	90
152.1609	3.000	0	90
160.3095	3.000	none	90
168.1394	3.000	45	90
176.1695	3.000	90	0
184.2990	3.000	none	0
192.1805	3.000	45	0
200.1275	3.000	45	45
208.2772	3.000	45	none
216.2052	3.000	0	135
224.1691	3.000	135	135
232.3172	3.000	none	135
