onset	duration	lh_orientation	rh_orientation
0.1403	3.000	45	45
8.3042	3.000	none	45
16.2181	3.000	0	135
24.1988	3.000	135	0
32.3298	3.000	none	0
40.1768	3.000	45	90
48.2242	3.000	135	135
56.3045	3.000	135	none
64.1355	3.000	90	45
72.1995	3.000	135	0
80.2964	3.000	none	0
88.2107	3.000	45	135
96.1413	3.000	90	90
104.3050	3.000	none	90
112.1525	3.000	45	90
120.2168	3.000	135	0
128.3137	3.000	none	0
136.1946	3.000	0	45
144.1920	3.000	0	90
152.3059	3.000	0	none
160.1701	3.000	90	135
168.1346	3.000	90	90
176.2809	3.000	none	90
184.1957	3.000	135	45
192.1595	3.000	90	0
200.1906	3.000	0	0
208.3038	3.000	0	none
216.1511	3.000	0	45
224.1490	3.000	45	135
232.2957	3.000	none	135
