onset	duration	lh_orientation	rh_orientation
0.1523	3.000	90	45
8.2827	3.000	none	45
16.1470	3.000	90	45
24.1451	3.000	90	90
32.2917	3.000	none	90
40.1232	3.000	45	45
48.1704	3.000	0	90
56.1338	3.000	45	135
64.2986	3.000	none	135
72.1952	3.000	135	0
80.1592	3.000	45	0
88.2746	3.000	45	none
96.1702	3.000	45	135
104.1685	3.000	135	135
112.2822	3.000	135	none
120.1956	3.000	135	90
128.1932	3.000	135	0
136.3079	3.000	none	0
144.1382	3.000	90	45
152.2019	3.000	0	0
160.2983	3.000	0	none
168.1461	3.000	45	90
176.1938	3.000	0	0
184.3072	3.000	none	0
192.1714	3.000	135	45
200.1861	3.000	0	135
208.3217	3.000	0	none
216.1466	3.000	90	90
224.1945	3.000	0	135
232.2919	3.000	0	none
