onset	duration	lh_orientation	rh_orientation
0.1654	3.000	135	90
8.3132	3.000	none	90
16.1766	3.000	135	45
24.1579	3.000	45	135
32.2553	3.000	45	none
40.1686	3.000	45	135
48.1669	3.000	135	90
56.1303	3.000	90	0
64.3271	3.000	none	0
72.1752	3.000	90	135
80.1557	3.000	90	90
88.2855	3.000	none	90
96.1498	3.000	45	135
104.1647	3.000	90	0
112.2785	3.000	90	none
120.1917	3.000	135	45
128.1896	3.000	0	135
136.3364	3.000	none	135
144.2003	3.000	0	0
152.1483	3.000	0	90
160.2949	3.000	none	90
168.1771	3.000	0	45
176.1238	3.000	45	45
184.2700	3.000	none	45
192.1513	3.000	90	0
200.1155	3.000	45	45
208.2952	3.000	none	45
216.2263	3.000	135	0
224.1576	3.000	0	90
232.2877	3.000	none	90
