onset	duration	lh_orientation	rh_orientation
0.1944	3.000	0	135
8.3416	3.000	0	none
16.1390	3.000	45	45
24.1530	3.000	45	0
32.3007	3.000	none	0
40.1813	3.000	90	45
48.1478	3.000	90	90
56.2922	3.000	90	none
64.1898	3.000	45	0
72.1367	3.000	45	90
80.2183	3.000	135	0
88.3316	3.000	135	none
96.2122	3.000	0	135
104.1935	3.000	0	135
112.3399	3.000	0	none
120.2041	3.000	135	90
128.2026	3.000	135	135
136.3317	3.000	none	135
144.1792	3.000	90	90
152.1775	3.000	0	45
160.3128	3.000	0	none
168.1543	3.000	45	90
176.2189	3.000	0	0
184.3330	3.000	none	0
192.2135	3.000	90	135
200.1946	3.000	135	45
208.3075	3.000	none	45
216.2052	3.000	90	0
224.1868	3.000	135	45
232.3163	3.000	135	none
