onset	duration	lh_orientation	rh_orientation
0.1954	3.000	0	0
8.3264	3.000	none	0
16.2068	3.000	135	0
24.1382	3.000	90	90
32.2844	3.000	none	90
40.1167	3.000	90	45
48.1970	3.000	0	135
56.3158	3.000	0	none
64.1905	3.000	90	0
72.1557	3.000	135	45
80.2849	3.000	none	45
88.2004	3.000	135	135
96.1805	3.000	45	135
104.3273	3.000	none	135
112.1747	3.000	45	135
120.1725	3.000	135	45
128.3203	3.000	135	none
136.1668	3.000	45	0
144.1646	3.000	0	90
152.2943	3.000	none	90
160.1919	3.000	135	45
168.1400	3.000	90	90
176.2863	3.000	none	90
184.2006	3.000	0	0
192.1151	3.000	90	90
200.2968	3.000	none	90
208.1757	3.000	45	135
216.1731	3.000	0	90
224.3210	3.000	0	none
232.1344	3.000	45	45
