onset	duration	lh_orientation	rh_orientation
0.1580	3.000	90	135
8.2875	3.000	none	135
16.2017	3.000	0	0
24.1833	3.000	135	135
32.3316	3.000	none	135
40.1602	3.000	45	0
48.1586	3.000	90	45
56.2549	3.000	none	45
64.2025	3.000	0	135
72.1337	3.000	45	90
80.2812	3.000	45	none
88.1616	3.000	45	45
96.1588	3.000	0	45
104.1222	3.000	0	45
112.2868	3.000	none	45
120.1677	3.000	90	0
128.1651	3.000	135	45
136.2781	3.000	none	45
144.1588	3.000	45	0
152.1569	3.000	90	0
160.3201	3.000	none	0
168.1841	3.000	0	90
176.1821	3.000	135	135
184.3123	3.000	none	135
192.1595	3.000	45	135
200.1401	3.000	135	90
208.2904	3.000	135	none
216.1358	3.000	90	90
224.1494	3.000	135	90
232.2956	3.000	none	90
