onset	duration	lh_orientation	rh_orientation
0.1549	3.000	0	90
8.3025	3.000	0	none
16.1328	3.000	45	45
24.1472	3.000	135	90
32.3103	3.000	none	90
40.2086	3.000	0	45
48.1559	3.000	90	135
56.2547	3.000	90	none
64.1501	3.000	0	90
72.1814	3.000	0	135
80.3106	3.000	none	135
88.2086	3.000	0	135
96.1565	3.000	135	45
104.3198	3.000	135	none
112.1339	3.000	45	45
120.1484	3.000	90	135
128.1625	3.000	45	0
136.2979	3.000	45	none
144.1562	3.000	45	90
152.1877	3.000	135	0
160.2840	3.000	135	none
168.1483	3.000	90	45
176.1631	3.000	45	0
184.2437	3.000	45	none
192.2067	3.000	135	135
200.1378	3.000	90	90
208.2688	3.000	90	none
216.1655	3.000	90	0
224.1969	3.000	135	0
232.2988	3.000	135	none
