onset	duration	lh_orientation	rh_orientation
0.1654	3.000	0	90
8.1962	3.000	none	90
16.1769	3.000	45	135
24.2075	3.000	0	0
32.2213	3.000	none	0
40.1689	3.000	135	45
48.1495	3.000	135	45
56.1967	3.000	none	45
64.1773	3.000	90	45
72.1746	3.000	45	135
80.2219	3.000	none	135
88.2028	3.000	0	90
96.1340	3.000	45	45
104.1975	3.000	45	none
112.1947	3.000	90	135
120.1752	3.000	90	90
128.1890	3.000	none	90
136.2199	3.000	0	0
144.1839	3.000	135	45
152.1813	3.000	none	45
160.1617	3.000	90	90
168.1926	3.000	0	90
176.1897	3.000	none	90
184.2205	3.000	135	0
192.2178	3.000	135	135
200.2317	3.000	none	135
208.1956	3.000	90	135
216.1932	3.000	45	0
224.1900	3.000	45	none
232.2042	3.000	45	0
