onset	duration	lh_orientation	rh_orientation
0.1289	3.000	45	90
8.1595	3.000	0	45
16.1902	3.000	0	none
24.1709	3.000	90	135
32.1181	3.000	45	45
40.1653	3.000	none	45
48.1794	3.000	0	90
56.1433	3.000	90	45
64.1739	3.000	none	45
72.1379	3.000	90	90
80.1518	3.000	135	45
88.1658	3.000	none	45
96.1632	3.000	45	135
104.1773	3.000	0	90
112.1918	3.000	0	none
120.1720	3.000	45	0
128.1858	3.000	0	135
136.1831	3.000	0	none
144.1638	3.000	90	0
152.1611	3.000	45	135
160.2084	3.000	none	135
168.1390	3.000	90	90
176.1863	3.000	0	0
184.2004	3.000	none	0
192.2143	3.000	135	0
200.1950	3.000	135	0
208.2087	3.000	none	0
216.1901	3.000	135	135
224.1534	3.000	135	45
232.1674	3.000	none	45
