onset	duration	lh_orientation	rh_orientation
0.1341	3.000	90	45
8.1817	3.000	none	45
16.1959	3.000	135	135
24.1593	3.000	45	135
32.2065	3.000	none	135
40.2040	3.000	135	135
48.1844	3.000	0	0
56.2153	3.000	0	none
64.1793	3.000	90	0
72.1601	3.000	45	135
80.1572	3.000	45	none
88.1713	3.000	0	45
96.1352	3.000	90	90
104.1656	3.000	none	90
112.2131	3.000	135	0
120.1272	3.000	45	45
128.1745	3.000	none	45
136.1721	3.000	0	90
144.1858	3.000	135	0
152.2162	3.000	none	0
160.2137	3.000	0	0
168.1778	3.000	135	90
176.1747	3.000	none	90
184.1724	3.000	0	90
192.1364	3.000	90	45
200.1669	3.000	90	none
208.1476	3.000	90	45
216.1614	3.000	45	135
224.2094	3.000	none	135
232.1397	3.000	45	90
