onset	duration	lh_orientation	rh_orientation
0.1961	3.000	0	135
8.2104	3.000	none	135
16.1576	3.000	45	45
24.1715	3.000	0	45
32.1688	3.000	none	45
40.1494	3.000	45	90
48.1803	3.000	45	0
56.2107	3.000	none	0
64.2247	3.000	135	0
72.2052	3.000	135	135
80.2025	3.000	135	none
88.1999	3.000	135	90
96.1973	3.000	90	0
104.1779	3.000	90	none
112.1419	3.000	45	45
120.1558	3.000	90	90
128.1699	3.000	90	none
136.1672	3.000	90	135
144.1979	3.000	0	0
152.1956	3.000	135	0
160.2092	3.000	none	0
168.1232	3.000	45	45
176.1203	3.000	90	90
184.1845	3.000	90	none
192.1818	3.000	135	90
200.1625	3.000	90	135
208.1764	3.000	90	none
216.2069	3.000	0	135
224.1542	3.000	0	45
232.2016	3.000	0	none
