onset	duration	lh_orientation	rh_orientation
0.1308	3.000	90	45
8.2955	3.000	none	45
16.1753	3.000	135	45
24.1568	3.000	90	135
32.2765	3.000	90	none
40.1839	3.000	45	0
48.1486	3.000	135	90
56.1458	3.000	0	90
64.2936	3.000	0	none
72.1735	3.000	45	0
80.1881	3.000	0	135
88.3175	3.000	none	135
96.1820	3.000	0	90
104.2133	3.000	135	0
112.3263	3.000	none	0
120.1570	3.000	45	135
128.1381	3.000	90	45
136.2904	3.000	90	none
144.1494	3.000	0	45
152.1136	3.000	45	90
160.3107	3.000	none	90
168.1751	3.000	0	45
176.1725	3.000	90	135
184.3187	3.000	none	135
192.1833	3.000	135	135
200.1642	3.000	45	0
208.2611	3.000	45	none
216.2084	3.000	135	0
224.1223	3.000	90	90
232.2868	3.000	90	none
