onset	duration	lh_orientation	rh_orientation
0.2202	3.000	135	0
8.3340	3.000	135	none
16.1816	3.000	45	90
24.1790	3.000	90	90
32.3115	3.000	90	none
40.2402	3.000	135	45
48.2042	3.000	135	135
56.3179	3.000	135	none
64.1988	3.000	0	90
72.1461	3.000	45	45
80.3098	3.000	none	45
88.2240	3.000	135	135
96.1881	3.000	90	0
104.3017	3.000	90	none
112.1826	3.000	45	135
120.1967	3.000	90	0
128.2940	3.000	90	none
136.2078	3.000	0	90
144.1553	3.000	90	90
152.3026	3.000	90	none
160.2666	3.000	0	135
168.1804	3.000	135	45
176.3275	3.000	135	none
184.2417	3.000	0	0
192.1392	3.000	45	45
200.3028	3.000	none	45
208.2005	3.000	0	45
216.1813	3.000	90	0
224.1784	3.000	45	135
232.2925	3.000	45	none
