onset	duration	lh_orientation	rh_orientation
0.1542	3.000	45	135
8.1682	3.000	45	none
16.1989	3.000	135	0
24.1462	3.000	45	90
32.1767	3.000	45	none
40.1742	3.000	135	90
48.1717	3.000	0	45
56.1519	3.000	none	45
64.1660	3.000	0	90
72.1301	3.000	45	90
80.1772	3.000	none	90
88.2078	3.000	135	135
96.1552	3.000	90	135
104.1862	3.000	none	135
112.1666	3.000	90	0
120.1307	3.000	45	45
128.1612	3.000	45	none
136.1420	3.000	45	90
144.1726	3.000	90	0
152.2030	3.000	none	0
160.1839	3.000	0	135
168.1477	3.000	90	45
176.2116	3.000	135	0
184.1930	3.000	135	none
192.1561	3.000	90	135
200.2036	3.000	0	0
208.2010	3.000	none	0
216.1651	3.000	0	45
224.1623	3.000	135	45
232.1935	3.000	135	none
