onset	duration	lh_orientation	rh_orientation
0.1682	3.000	135	45
8.2154	3.000	135	none
16.2127	3.000	0	0
24.1435	3.000	45	45
32.1739	3.000	45	none
40.1714	3.000	45	0
48.1355	3.000	45	45
56.1823	3.000	45	none
64.1633	3.000	90	45
72.1772	3.000	90	0
80.1748	3.000	90	none
88.1885	3.000	135	45
96.2192	3.000	0	0
104.2165	3.000	0	none
112.2301	3.000	135	135
120.1445	3.000	90	90
128.1753	3.000	none	90
136.1392	3.000	90	90
144.1533	3.000	90	135
152.1503	3.000	90	none
160.1810	3.000	0	90
168.1287	3.000	45	90
176.1591	3.000	45	none
184.1563	3.000	45	135
192.1704	3.000	0	90
200.1680	3.000	none	90
208.1983	3.000	0	135
216.1958	3.000	135	0
224.1930	3.000	135	135
232.1901	3.000	none	135
