onset	duration	lh_orientation	rh_orientation
0.1146	3.000	45	45
8.1786	3.000	none	45
16.2098	3.000	0	135
24.1898	3.000	135	0
32.1205	3.000	45	90
40.1677	3.000	none	90
48.1653	3.000	45	0
56.1624	3.000	135	45
64.1765	3.000	none	45
72.1404	3.000	90	90
80.1875	3.000	0	0
88.2016	3.000	none	0
96.1496	3.000	90	90
104.1963	3.000	135	135
112.1936	3.000	none	135
120.1744	3.000	0	90
128.1717	3.000	90	0
136.2022	3.000	none	0
144.1994	3.000	135	135
152.1466	3.000	90	90
160.1775	3.000	90	none
168.1581	3.000	0	45
176.1388	3.000	90	45
184.1528	3.000	90	none
192.1501	3.000	135	45
200.1640	3.000	45	135
208.1945	3.000	none	135
216.1585	3.000	45	135
224.1893	3.000	0	0
232.1871	3.000	0	none
