onset	duration	lh_orientation	rh_orientation
0.1949	3.000	135	0
8.2088	3.000	none	0
16.1896	3.000	0	0
24.1370	3.000	90	90
32.1678	3.000	none	90
40.1483	3.000	45	45
48.1622	3.000	135	45
56.1930	3.000	135	none
64.1234	3.000	45	45
72.1543	3.000	45	135
80.1515	3.000	45	none
88.1655	3.000	45	0
96.1960	3.000	135	0
104.1935	3.000	135	none
112.1405	3.000	45	90
120.1211	3.000	90	45
128.1519	3.000	90	none
136.1827	3.000	90	0
144.1967	3.000	0	135
152.1940	3.000	0	none
160.1412	3.000	90	90
168.1885	3.000	0	135
176.1524	3.000	0	45
184.1499	3.000	none	45
192.1804	3.000	0	90
200.1776	3.000	135	90
208.1752	3.000	none	90
216.1892	3.000	135	135
224.1530	3.000	90	135
232.1505	3.000	90	none
