onset	duration	lh_orientation	rh_orientation
0.1542	3.000	90	135
8.1516	3.000	90	none
16.1158	3.000	45	45
24.1296	3.000	45	45
32.1602	3.000	45	none
40.2074	3.000	135	135
48.1881	3.000	0	135
56.1854	3.000	0	none
64.1830	3.000	0	45
72.1300	3.000	45	45
80.1607	3.000	none	45
88.1580	3.000	45	135
96.1386	3.000	90	90
104.1526	3.000	135	90
112.1833	3.000	135	none
120.1473	3.000	90	90
128.1944	3.000	0	0
136.1917	3.000	none	0
144.1560	3.000	135	45
152.1367	3.000	90	90
160.1507	3.000	90	none
168.2144	3.000	0	0
176.1618	3.000	45	0
184.1593	3.000	45	none
192.2062	3.000	135	0
200.1535	3.000	90	0
208.1843	3.000	none	0
216.1985	3.000	135	135
224.1621	3.000	0	90
232.1762	3.000	none	90
