onset	duration	lh_orientation	rh_orientation
0.1437	3.000	135	45
8.1914	3.000	135	none
16.2049	3.000	0	135
24.1692	3.000	90	0
32.1832	3.000	none	0
40.1638	3.000	45	135
48.1945	3.000	0	135
56.1582	3.000	45	0
64.1556	3.000	45	none
72.1696	3.000	0	90
80.1499	3.000	90	0
88.2141	3.000	none	0
96.1783	3.000	90	135
104.1921	3.000	135	135
112.2060	3.000	135	none
120.1370	3.000	45	90
128.1509	3.000	135	45
136.1982	3.000	135	none
144.1286	3.000	45	45
152.1429	3.000	90	90
160.1899	3.000	none	90
168.1703	3.000	135	90
176.1679	3.000	135	45
184.1656	3.000	none	45
192.1795	3.000	90	0
200.1598	3.000	0	45
208.1909	3.000	0	none
216.1713	3.000	45	0
224.1690	3.000	0	90
232.1825	3.000	none	90
