onset	duration	lh_orientation	rh_orientation
0.1388	3.000	90	90
8.1690	3.000	90	none
16.1830	3.000	135	135
24.1303	3.000	45	45
32.1275	3.000	45	45
40.1582	3.000	45	none
48.1389	3.000	45	90
56.1860	3.000	135	135
64.1836	3.000	135	none
72.1475	3.000	90	45
80.1948	3.000	0	0
88.2086	3.000	none	0
96.1900	3.000	0	0
104.1534	3.000	45	0
112.1510	3.000	45	none
120.1813	3.000	90	135
128.1953	3.000	135	0
136.1926	3.000	135	none
144.2065	3.000	135	0
152.1373	3.000	90	90
160.1680	3.000	90	none
168.1821	3.000	0	90
176.1790	3.000	90	135
184.1598	3.000	90	none
192.1910	3.000	135	135
200.1543	3.000	0	45
208.1850	3.000	0	none
216.1828	3.000	0	45
224.1298	3.000	45	90
232.1770	3.000	none	90
