onset	duration	lh_orientation	rh_orientation
0.1898	3.000	0	135
8.1873	3.000	0	none
16.1677	3.000	90	0
24.1484	3.000	45	135
32.1625	3.000	45	none
40.1765	3.000	90	0
48.1570	3.000	135	45
56.1876	3.000	135	none
64.1682	3.000	90	135
72.1658	3.000	45	135
80.1961	3.000	none	135
88.1770	3.000	0	45
96.1742	3.000	0	90
104.1882	3.000	0	none
112.1695	3.000	135	45
120.1665	3.000	90	0
128.1802	3.000	135	90
136.1774	3.000	none	90
144.1249	3.000	45	45
152.1554	3.000	135	90
160.2023	3.000	135	none
168.1334	3.000	45	90
176.1474	3.000	90	90
184.1782	3.000	none	90
192.1921	3.000	135	0
200.1726	3.000	0	45
208.1700	3.000	none	45
216.1678	3.000	45	135
224.2144	3.000	0	0
232.2119	3.000	none	0
