onset	duration	frameidx	videotime	audiotime
0.035	0.032	1	0.040	2.984
0.067	0.017	2	0.080	3.026
0.083	0.050	3	0.120	3.042
0.133	0.158	4	0.160	3.092
0.292	0.033	5	0.200	0.158
0.325	0.033	6	0.240	0.191
0.358	0.033	7	0.280	0.225
0.392	0.050	8	0.320	0.258
0.442	0.033	9	0.360	0.308
0.475	0.050	10	0.400	0.341
0.525	0.033	11	0.440	0.391
0.558	0.033	12	0.480	0.425
0.592	0.050	13	0.520	0.458
0.642	0.033	14	0.560	0.508
0.675	0.050	15	0.600	0.541
0.725	0.033	16	0.640	0.989
0.758	0.033	17	0.680	1.023
0.792	0.050	18	0.720	1.056
0.842	0.033	19	0.760	1.106
0.875	0.033	20	0.800	1.140
0.908	0.050	21	0.840	1.174
0.958	0.033	22	0.880	1.223
0.992	0.050	23	0.920	1.256
1.042	0.033	24	0.960	1.274
1.075	0.033	25	1.000	1.308
1.108	0.050	26	1.040	1.341
1.159	0.033	27	1.080	1.391
1.192	0.067	28	1.120	1.424
1.259	0.050	29	1.160	1.483
1.309	0.025	30	1.200	1.533
1.334	0.050	31	1.240	1.646
1.384	0.050	32	1.280	1.696
1.434	0.025	33	1.320	1.746
1.459	0.050	34	1.360	1.771
1.509	0.025	35	1.400	1.821
1.534	0.050	36	1.440	1.846
1.584	0.050	37	1.480	1.896
1.634	0.025	38	1.520	1.946
1.659	0.050	39	1.560	1.852
1.709	0.025	40	1.600	1.902
1.734	0.050	41	1.640	1.927
1.784	0.050	42	1.680	1.977
1.834	0.025	43	1.720	2.027
1.859	0.050	44	1.760	2.052
1.909	0.025	45	1.800	2.102
1.934	0.050	46	1.840	2.127
1.984	0.050	47	1.880	2.177
2.034	0.025	48	1.920	2.227
2.059	0.050	49	1.960	2.252
2.109	0.025	50	2.000	2.302
2.134	0.050	51	2.040	2.327
2.184	0.050	52	2.080	2.377
2.234	0.025	53	2.120	2.427
2.259	0.050	54	2.160	2.452
2.309	0.025	55	2.200	2.525
2.334	0.050	56	2.240	2.550
2.384	0.050	57	2.280	2.600
2.434	0.025	58	2.320	2.650
2.459	0.050	59	2.360	2.675
2.509	0.025	60	2.400	2.725
2.534	0.050	61	2.440	2.750
2.584	0.050	62	2.480	2.808
2.634	0.025	63	2.520	2.858
2.659	0.050	64	2.560	2.883
2.709	0.025	65	2.600	2.933
2.734	0.050	66	2.640	2.958
2.784	0.050	67	2.680	3.008
2.834	0.025	68	2.720	3.058
2.859	0.050	69	2.760	3.083
2.909	0.025	70	2.800	3.181
2.934	0.050	71	2.840	3.206
2.984	0.050	72	2.880	3.256
3.034	0.025	73	2.920	3.306
3.059	0.050	74	2.960	3.331
3.109	0.025	75	3.000	3.381
3.134	0.050	76	3.040	3.406
3.184	0.050	77	3.080	3.456
3.234	0.025	78	3.120	3.427
3.259	0.050	79	3.160	3.452
3.309	0.025	80	3.200	3.502
3.334	0.050	81	3.240	3.527
3.384	0.050	82	3.280	3.577
3.434	0.025	83	3.320	3.627
3.459	0.050	84	3.360	3.652
3.509	0.025	85	3.400	3.702
3.534	0.050	86	3.440	3.727
3.584	0.050	87	3.480	3.777
3.634	0.025	88	3.520	3.827
3.659	0.050	89	3.560	3.852
3.709	0.025	90	3.600	3.902
3.734	0.050	91	3.640	3.927
3.784	0.050	92	3.680	3.977
3.834	0.025	93	3.720	4.130
3.859	0.050	94	3.760	4.155
3.909	0.025	95	3.800	4.205
3.934	0.050	96	3.840	4.230
3.984	0.050	97	3.880	4.280
4.034	0.025	98	3.920	4.330
4.059	0.050	99	3.960	4.355
4.109	0.025	100	4.000	4.405
4.134	0.050	101	4.040	4.430
4.184	0.050	102	4.080	4.488
4.234	0.025	103	4.120	4.538
4.259	0.050	104	4.160	4.563
4.309	0.025	105	4.200	4.613
4.334	0.050	106	4.240	4.638
4.384	0.050	107	4.280	4.688
4.434	0.025	108	4.320	4.738
4.459	0.050	109	4.360	4.691
4.509	0.025	110	4.400	4.741
4.534	0.050	111	4.440	4.766
4.584	0.050	112	4.480	4.816
4.634	0.025	113	4.520	4.866
4.659	0.050	114	4.560	4.891
4.709	0.025	115	4.600	4.941
4.734	0.050	116	4.640	4.966
4.784	0.050	117	4.680	4.977
4.834	0.025	118	4.720	5.027
4.859	0.050	119	4.760	5.052
4.909	0.025	120	4.800	5.102
4.934	0.050	121	4.840	5.127
4.984	0.050	122	4.880	5.177
5.034	0.025	123	4.920	5.227
5.059	0.050	124	4.960	5.252
5.109	0.025	125	5.000	5.302
5.134	0.050	126	5.040	5.327
5.184	0.050	127	5.080	5.377
5.234	0.025	128	5.120	5.427
5.259	0.050	129	5.160	5.452
5.309	0.025	130	5.200	5.502
5.334	0.050	131	5.240	5.527
5.384	0.050	132	5.280	5.640
5.434	0.025	133	5.320	5.690
5.459	0.050	134	5.360	5.715
5.509	0.025	135	5.400	5.765
5.534	0.050	136	5.440	5.790
5.584	0.050	137	5.480	5.840
5.634	0.025	138	5.520	5.891
5.659	0.050	139	5.560	5.916
5.709	0.025	140	5.600	5.974
5.734	0.050	141	5.640	5.999
5.784	0.050	142	5.680	6.049
5.834	0.025	143	5.720	6.099
5.859	0.050	144	5.760	6.124
5.909	0.025	145	5.800	6.174
5.934	0.050	146	5.840	6.199
5.985	0.050	147	5.880	6.249
6.034	0.025	148	5.920	6.347
6.059	0.050	149	5.960	6.372
6.110	0.025	150	6.000	6.422
6.135	0.050	151	6.040	6.447
6.185	0.050	152	6.080	6.497
6.235	0.025	153	6.120	6.547
6.260	0.050	154	6.160	6.572
6.310	0.025	155	6.200	6.622
6.335	0.050	156	6.240	6.528
6.385	0.050	157	6.280	6.578
6.435	0.025	158	6.320	6.628
6.460	0.050	159	6.360	6.653
6.510	0.025	160	6.400	6.703
6.535	0.050	161	6.440	6.728
6.585	0.050	162	6.480	6.778
6.635	0.025	163	6.520	6.828
6.660	0.050	164	6.560	6.853
6.710	0.025	165	6.600	6.903
6.735	0.050	166	6.640	6.928
6.785	0.050	167	6.680	6.978
6.835	0.025	168	6.720	7.028
6.860	0.050	169	6.760	7.053
6.910	0.025	170	6.800	7.103
6.935	0.050	171	6.840	7.128
6.985	0.050	172	6.880	7.281
7.035	0.025	173	6.920	7.331
7.060	0.050	174	6.960	7.356
7.110	0.025	175	7.000	7.406
7.135	0.050	176	7.040	7.431
7.185	0.050	177	7.080	7.481
7.235	0.025	178	7.120	7.531
7.260	0.050	179	7.160	7.484
7.310	0.025	180	7.200	7.534
7.335	0.050	181	7.240	7.559
7.385	0.050	182	7.280	7.609
7.435	0.025	183	7.320	7.659
7.460	0.050	184	7.360	7.684
7.510	0.025	185	7.400	7.734
7.535	0.050	186	7.440	7.759
7.585	0.050	187	7.480	7.817
7.635	0.025	188	7.520	7.867
7.660	0.050	189	7.560	7.892
7.710	0.025	190	7.600	7.942
7.735	0.050	191	7.640	7.967
7.785	0.050	192	7.680	8.017
7.835	0.025	193	7.720	8.067
7.860	0.050	194	7.760	8.092
7.910	0.025	195	7.800	8.103
7.935	0.050	196	7.840	8.128
7.985	0.050	197	7.880	8.178
8.035	0.025	198	7.920	8.228
8.060	0.050	199	7.960	8.253
8.110	0.025	200	8.000	8.303
8.135	0.050	201	8.040	8.328
8.185	0.050	202	8.080	8.378
8.235	0.025	203	8.120	8.428
8.260	0.050	204	8.160	8.453
8.310	0.025	205	8.200	8.503
8.335	0.050	206	8.240	8.528
8.385	0.050	207	8.280	8.578
8.435	0.025	208	8.320	8.628
8.460	0.050	209	8.360	8.653
8.510	0.025	210	8.400	8.726
8.535	0.050	211	8.440	8.751
8.585	0.050	212	8.480	8.801
8.635	0.025	213	8.520	8.851
8.660	0.050	214	8.560	8.876
8.710	0.025	215	8.600	8.926
8.735	0.050	216	8.640	8.951
8.785	0.050	217	8.680	9.001
8.835	0.025	218	8.720	9.069
8.860	0.050	219	8.760	9.094
8.910	0.025	220	8.800	9.144
8.935	0.050	221	8.840	9.169
8.985	0.050	222	8.880	9.219
9.035	0.025	223	8.920	9.269
9.060	0.050	224	8.960	9.294
9.110	0.025	225	9.000	9.344
9.135	0.050	226	9.040	9.369
9.185	0.050	227	9.080	9.419
9.235	0.025	228	9.120	9.469
9.260	0.050	229	9.160	9.494
9.310	0.025	230	9.200	9.544
9.335	0.050	231	9.240	9.569
9.385	0.050	232	9.280	9.619
9.435	0.025	233	9.320	9.669
9.460	0.050	234	9.360	9.653
9.510	0.025	235	9.400	9.703
9.535	0.050	236	9.440	9.728
9.585	0.050	237	9.480	9.778
9.635	0.025	238	9.520	9.828
9.660	0.050	239	9.560	9.853
9.710	0.025	240	9.600	9.903
9.735	0.050	241	9.640	9.928
9.785	0.050	242	9.680	9.978
9.835	0.025	243	9.720	10.028
9.860	0.050	244	9.760	10.053
9.910	0.025	245	9.800	10.103
9.935	0.050	246	9.840	10.128
9.985	0.050	247	9.880	10.178
10.035	0.025	248	9.920	10.228
10.060	0.050	249	9.960	10.253
10.110	0.025	250	10.000	10.286
10.135	0.050	251	10.040	10.311
10.185	0.050	252	10.080	10.361
10.235	0.025	253	10.120	10.412
10.260	0.050	254	10.160	10.436
10.310	0.025	255	10.200	10.486
10.335	0.050	256	10.240	10.511
10.385	0.050	257	10.280	10.569
10.435	0.025	258	10.320	10.619
10.460	0.050	259	10.360	10.644
10.510	0.025	260	10.400	10.694
10.535	0.050	261	10.440	10.720
10.585	0.050	262	10.480	10.769
10.635	0.025	263	10.520	10.820
10.660	0.050	264	10.560	10.845
10.710	0.025	265	10.600	11.102
10.735	0.050	266	10.640	11.128
10.785	0.050	267	10.680	11.178
10.835	0.025	268	10.720	11.228
10.860	0.050	269	10.760	11.253
10.910	0.025	270	10.800	11.303
10.935	0.050	271	10.840	11.328
10.985	0.050	272	10.880	11.378
11.035	0.025	273	10.920	11.229
11.061	0.050	274	10.960	11.254
11.111	0.025	275	11.000	11.304
11.136	0.050	276	11.040	11.329
11.186	0.050	277	11.080	11.379
11.236	0.025	278	11.120	11.429
11.261	0.050	279	11.160	11.454
11.311	0.025	280	11.200	11.504
11.336	0.050	281	11.240	11.529
11.386	0.050	282	11.280	11.579
11.436	0.025	283	11.320	11.629
11.461	0.050	284	11.360	11.654
11.511	0.025	285	11.400	11.704
11.536	0.050	286	11.440	11.729
11.586	0.050	287	11.480	11.779
11.636	0.025	288	11.520	11.852
11.661	0.050	289	11.560	11.877
11.711	0.025	290	11.600	11.927
11.736	0.050	291	11.640	11.952
11.786	0.050	292	11.680	12.002
11.836	0.025	293	11.720	12.052
11.861	0.050	294	11.760	12.077
11.911	0.025	295	11.800	12.127
11.936	0.050	296	11.840	12.330
11.986	0.050	297	11.880	12.380
12.036	0.025	298	11.920	12.430
