onset	duration	frameidx	videotime	audiotime
0.025	0.033	1	0.040	4.008
0.058	0.033	2	0.080	4.042
0.091	0.042	3	0.120	4.076
0.133	0.175	4	0.160	4.109
0.308	0.042	5	0.200	0.150
0.350	0.050	6	0.240	0.191
0.400	0.050	7	0.280	0.241
0.450	0.025	8	0.320	0.291
0.475	0.050	9	0.360	0.316
0.525	0.025	10	0.400	0.366
0.550	0.050	11	0.440	0.391
0.600	0.050	12	0.480	0.441
0.650	0.025	13	0.520	0.491
0.675	0.050	14	0.560	0.516
0.725	0.025	15	0.600	0.970
0.750	0.050	16	0.640	0.995
0.800	0.050	17	0.680	1.045
0.850	0.025	18	0.720	1.095
0.875	0.050	19	0.760	1.120
0.925	0.025	20	0.800	1.170
0.950	0.050	21	0.840	1.195
1.000	0.050	22	0.880	1.245
1.050	0.025	23	0.920	1.303
1.075	0.050	24	0.960	1.328
1.125	0.025	25	1.000	1.378
1.150	0.050	26	1.040	1.403
1.200	0.050	27	1.080	1.453
1.250	0.025	28	1.120	1.503
1.275	0.050	29	1.160	1.528
1.325	0.025	30	1.200	1.578
1.350	0.050	31	1.240	1.612
1.400	0.050	32	1.280	1.661
1.450	0.025	33	1.320	1.711
1.475	0.050	34	1.360	1.736
1.525	0.025	35	1.400	1.786
1.550	0.050	36	1.440	1.811
1.600	0.050	37	1.480	1.862
1.650	0.025	38	1.520	1.911
1.675	0.050	39	1.560	1.858
1.725	0.025	40	1.600	1.907
1.750	0.050	41	1.640	1.933
1.800	0.050	42	1.680	1.983
1.850	0.025	43	1.720	2.033
1.875	0.050	44	1.760	2.058
1.925	0.025	45	1.800	2.108
1.950	0.050	46	1.840	2.133
2.000	0.050	47	1.880	2.183
2.050	0.025	48	1.920	2.233
2.075	0.050	49	1.960	2.258
2.125	0.025	50	2.000	2.308
2.150	0.050	51	2.040	2.333
2.200	0.050	52	2.080	2.383
2.250	0.025	53	2.120	2.433
2.275	0.050	54	2.160	2.521
2.325	0.025	55	2.200	2.571
2.350	0.050	56	2.240	2.596
2.400	0.050	57	2.280	2.646
2.450	0.025	58	2.320	2.696
2.475	0.050	59	2.360	2.721
2.525	0.025	60	2.400	2.771
2.550	0.050	61	2.440	2.796
2.600	0.050	62	2.480	2.854
2.650	0.025	63	2.520	2.904
2.675	0.050	64	2.560	2.929
2.725	0.025	65	2.600	2.979
2.750	0.050	66	2.640	3.004
2.800	0.050	67	2.680	3.054
2.850	0.025	68	2.720	3.104
2.875	0.050	69	2.760	3.129
2.926	0.025	70	2.800	3.187
2.950	0.050	71	2.840	3.212
3.001	0.050	72	2.880	3.262
3.051	0.025	73	2.920	3.312
3.076	0.050	74	2.960	3.337
3.126	0.025	75	3.000	3.387
3.151	0.050	76	3.040	3.412
3.201	0.050	77	3.080	3.462
3.251	0.025	78	3.120	3.433
3.276	0.050	79	3.160	3.458
3.326	0.025	80	3.200	3.508
3.351	0.050	81	3.240	3.533
3.401	0.050	82	3.280	3.583
3.451	0.025	83	3.320	3.633
3.476	0.050	84	3.360	3.658
3.526	0.025	85	3.400	3.708
3.551	0.050	86	3.440	3.733
3.601	0.050	87	3.480	3.783
3.651	0.025	88	3.520	3.833
3.676	0.050	89	3.560	3.858
3.726	0.025	90	3.600	3.908
3.751	0.050	91	3.640	3.933
3.801	0.050	92	3.680	3.983
3.851	0.025	93	3.720	4.096
3.876	0.050	94	3.760	4.121
3.926	0.025	95	3.800	4.171
3.951	0.050	96	3.840	4.196
4.001	0.050	97	3.880	4.246
4.051	0.025	98	3.920	4.296
4.076	0.050	99	3.960	4.321
4.126	0.025	100	4.000	4.371
4.151	0.050	101	4.040	4.404
4.201	0.050	102	4.080	4.454
4.251	0.025	103	4.120	4.504
4.276	0.050	104	4.160	4.529
4.326	0.025	105	4.200	4.579
4.351	0.050	106	4.240	4.604
4.401	0.050	107	4.280	4.654
4.451	0.025	108	4.320	4.704
4.476	0.050	109	4.360	4.737
4.526	0.025	110	4.400	4.787
4.551	0.050	111	4.440	4.812
4.601	0.050	112	4.480	4.862
4.651	0.025	113	4.520	4.912
4.676	0.050	114	4.560	4.937
4.726	0.025	115	4.600	4.987
4.751	0.050	116	4.640	5.012
4.801	0.050	117	4.680	4.983
4.851	0.025	118	4.720	5.033
4.876	0.050	119	4.760	5.058
4.926	0.025	120	4.800	5.108
4.951	0.050	121	4.840	5.133
5.001	0.050	122	4.880	5.183
5.051	0.025	123	4.920	5.233
5.076	0.050	124	4.960	5.258
5.126	0.025	125	5.000	5.308
5.151	0.050	126	5.040	5.333
5.201	0.050	127	5.080	5.383
5.251	0.025	128	5.120	5.433
5.276	0.050	129	5.160	5.458
5.326	0.025	130	5.200	5.508
5.351	0.050	131	5.240	5.533
5.401	0.050	132	5.280	5.646
5.451	0.025	133	5.320	5.696
5.476	0.050	134	5.360	5.721
5.526	0.025	135	5.400	5.771
5.551	0.050	136	5.440	5.796
5.601	0.050	137	5.480	5.846
5.651	0.025	138	5.520	5.896
5.676	0.050	139	5.560	5.921
5.726	0.025	140	5.600	5.979
5.751	0.050	141	5.640	6.004
5.801	0.050	142	5.680	6.054
5.851	0.025	143	5.720	6.104
5.876	0.050	144	5.760	6.129
5.926	0.025	145	5.800	6.179
5.951	0.050	146	5.840	6.204
6.001	0.050	147	5.880	6.254
6.051	0.025	148	5.920	6.352
6.076	0.050	149	5.960	6.377
6.126	0.025	150	6.000	6.427
6.151	0.050	151	6.040	6.452
6.201	0.050	152	6.080	6.502
6.251	0.025	153	6.120	6.552
6.276	0.050	154	6.160	6.577
6.326	0.025	155	6.200	6.627
6.351	0.050	156	6.240	6.533
6.401	0.050	157	6.280	6.583
6.451	0.025	158	6.320	6.633
6.476	0.050	159	6.360	6.658
6.526	0.025	160	6.400	6.708
6.551	0.050	161	6.440	6.733
6.601	0.050	162	6.480	6.783
6.651	0.025	163	6.520	6.833
6.676	0.050	164	6.560	6.859
6.726	0.025	165	6.600	6.908
6.751	0.050	166	6.640	6.934
6.801	0.050	167	6.680	6.984
6.851	0.025	168	6.720	7.034
6.876	0.050	169	6.760	7.059
6.926	0.025	170	6.800	7.109
6.951	0.050	171	6.840	7.134
7.001	0.050	172	6.880	7.287
7.051	0.025	173	6.920	7.337
7.076	0.050	174	6.960	7.362
7.126	0.025	175	7.000	7.412
7.151	0.050	176	7.040	7.437
7.201	0.050	177	7.080	7.487
7.251	0.025	178	7.120	7.537
7.276	0.050	179	7.160	7.530
7.326	0.025	180	7.200	7.580
7.351	0.050	181	7.240	7.605
7.401	0.050	182	7.280	7.655
7.451	0.025	183	7.320	7.705
7.476	0.050	184	7.360	7.730
7.526	0.025	185	7.400	7.780
7.552	0.050	186	7.440	7.805
7.601	0.050	187	7.480	7.823
7.651	0.025	188	7.520	7.873
7.676	0.050	189	7.560	7.898
7.726	0.025	190	7.600	7.948
7.751	0.050	191	7.640	7.973
7.801	0.050	192	7.680	8.023
7.851	0.025	193	7.720	8.073
7.876	0.050	194	7.760	8.098
7.926	0.025	195	7.800	8.109
7.952	0.050	196	7.840	8.134
8.002	0.050	197	7.880	8.184
8.052	0.025	198	7.920	8.234
8.077	0.050	199	7.960	8.259
8.127	0.025	200	8.000	8.309
8.152	0.050	201	8.040	8.334
8.202	0.050	202	8.080	8.384
8.252	0.025	203	8.120	8.434
8.277	0.050	204	8.160	8.459
8.327	0.025	205	8.200	8.509
8.352	0.050	206	8.240	8.534
8.402	0.050	207	8.280	8.584
8.452	0.025	208	8.320	8.634
8.477	0.050	209	8.360	8.659
8.527	0.025	210	8.400	8.772
8.552	0.050	211	8.440	8.797
8.602	0.050	212	8.480	8.847
8.652	0.025	213	8.520	8.897
8.677	0.050	214	8.560	8.922
8.727	0.025	215	8.600	8.972
8.752	0.050	216	8.640	8.997
8.802	0.050	217	8.680	9.047
8.852	0.025	218	8.720	9.145
8.877	0.050	219	8.760	9.170
8.927	0.025	220	8.800	9.220
8.952	0.050	221	8.840	9.245
9.002	0.050	222	8.880	9.295
9.052	0.025	223	8.920	9.345
9.077	0.050	224	8.960	9.370
9.127	0.025	225	9.000	9.420
9.152	0.050	226	9.040	9.453
9.202	0.050	227	9.080	9.503
9.252	0.025	228	9.120	9.553
9.277	0.050	229	9.160	9.578
9.327	0.025	230	9.200	9.628
9.352	0.050	231	9.240	9.653
9.402	0.050	232	9.280	9.703
9.452	0.025	233	9.320	9.634
9.477	0.050	234	9.360	9.659
9.527	0.025	235	9.400	9.709
9.552	0.050	236	9.440	9.734
9.602	0.050	237	9.480	9.784
9.652	0.025	238	9.520	9.834
9.677	0.050	239	9.560	9.859
9.727	0.025	240	9.600	9.909
9.752	0.050	241	9.640	9.934
9.802	0.050	242	9.680	9.984
9.852	0.025	243	9.720	10.034
9.877	0.050	244	9.760	10.059
9.927	0.025	245	9.800	10.109
9.952	0.050	246	9.840	10.134
10.002	0.050	247	9.880	10.184
10.052	0.025	248	9.920	10.234
10.077	0.050	249	9.960	10.322
