onset	duration	lh_orientation	rh_orientation
0.1260	3.000	45	90
8.1565	3.000	45	none
16.1374	3.000	90	45
24.2015	3.000	0	0
32.1986	3.000	none	0
40.1462	3.000	45	90
48.1934	3.000	135	135
56.1906	3.000	135	none
64.1714	3.000	90	135
72.1853	3.000	135	135
80.1990	3.000	none	135
88.1797	3.000	90	0
96.1773	3.000	90	135
104.1744	3.000	90	0
112.1718	3.000	90	none
120.1190	3.000	45	45
128.1664	3.000	135	45
136.1804	3.000	none	45
144.1443	3.000	45	45
152.1919	3.000	0	0
160.1889	3.000	0	none
168.1696	3.000	0	45
176.1503	3.000	135	90
184.1976	3.000	135	none
192.1784	3.000	0	90
200.1920	3.000	135	135
208.2060	3.000	none	135
216.1869	3.000	0	0
224.1174	3.000	45	90
232.1648	3.000	45	none
