onset	duration	lh_orientation	rh_orientation
0.1693	3.000	0	90
8.1667	3.000	none	90
16.1642	3.000	135	90
24.1780	3.000	90	0
32.2087	3.000	none	0
40.1559	3.000	90	90
48.1529	3.000	45	135
56.2003	3.000	none	135
64.1309	3.000	45	90
72.1285	3.000	45	45
80.1592	3.000	45	none
88.2063	3.000	0	0
96.1537	3.000	135	45
104.1510	3.000	none	45
112.1986	3.000	135	0
120.2123	3.000	0	0
128.2095	3.000	none	0
136.1568	3.000	45	135
144.1209	3.000	45	45
152.1851	3.000	0	135
160.1989	3.000	none	135
168.1962	3.000	135	0
176.1602	3.000	135	45
184.1908	3.000	135	none
192.1714	3.000	0	90
200.1521	3.000	90	135
208.2159	3.000	none	135
216.1469	3.000	90	45
224.1605	3.000	90	135
232.1581	3.000	90	none
