onset	duration	lh_orientation	rh_orientation
0.1544	3.000	135	45
8.1517	3.000	none	45
16.1324	3.000	45	135
24.1630	3.000	135	135
32.1606	3.000	135	none
40.1411	3.000	135	90
48.1551	3.000	0	0
56.1693	3.000	0	none
64.1164	3.000	90	90
72.0970	3.000	90	45
80.1442	3.000	90	none
88.1251	3.000	45	0
96.1056	3.000	90	90
104.1528	3.000	none	90
112.1503	3.000	0	45
120.1310	3.000	45	0
128.1285	3.000	45	none
136.1089	3.000	90	45
144.0894	3.000	45	90
152.1367	3.000	45	none
160.1342	3.000	90	135
168.1315	3.000	45	0
176.1788	3.000	none	0
184.1260	3.000	0	45
192.1400	3.000	135	90
200.1708	3.000	135	none
208.1845	3.000	0	0
216.1653	3.000	0	135
224.1623	3.000	135	135
232.1765	3.000	none	135
