onset	duration	lh_orientation	rh_orientation
0.2115	3.000	135	0
8.1585	3.000	135	0
16.1725	3.000	135	none
24.1870	3.000	0	135
32.1839	3.000	0	135
40.1813	3.000	0	none
48.1286	3.000	45	90
56.1093	3.000	90	45
64.1234	3.000	none	45
72.1540	3.000	90	135
80.1012	3.000	45	45
88.1319	3.000	45	none
96.1790	3.000	0	135
104.1098	3.000	90	90
112.1236	3.000	90	none
120.1543	3.000	135	90
128.1017	3.000	45	90
136.1323	3.000	45	none
144.0964	3.000	45	45
152.1772	3.000	135	135
160.1743	3.000	135	none
168.1551	3.000	90	0
176.1521	3.000	45	0
184.1498	3.000	45	none
192.1469	3.000	0	45
200.1442	3.000	0	90
208.1748	3.000	0	none
216.1223	3.000	90	45
224.1860	3.000	135	0
232.1833	3.000	none	0
