onset	duration	lh_orientation	rh_orientation
0.1925	3.000	135	135
8.1894	3.000	135	none
16.1865	3.000	0	90
24.1672	3.000	135	45
32.2146	3.000	135	none
40.1619	3.000	90	90
48.1925	3.000	135	135
56.2064	3.000	none	135
64.1538	3.000	45	90
72.1346	3.000	45	90
80.1984	3.000	none	90
88.2126	3.000	0	135
96.2095	3.000	0	0
104.2235	3.000	none	0
112.1885	3.000	90	135
120.1184	3.000	90	45
128.1488	3.000	none	45
136.1464	3.000	45	90
144.2102	3.000	0	0
152.2075	3.000	none	0
160.1383	3.000	90	45
168.1522	3.000	45	0
176.1496	3.000	45	none
184.1971	3.000	135	45
192.2106	3.000	135	0
200.2247	3.000	135	none
208.1893	3.000	90	135
216.1361	3.000	45	45
224.2002	3.000	0	0
232.2139	3.000	0	none
