onset	duration	lh_orientation	rh_orientation
0.1692	3.000	135	90
8.2166	3.000	135	45
16.1972	3.000	none	45
24.2279	3.000	135	0
32.1754	3.000	0	45
40.1727	3.000	none	45
48.1866	3.000	0	90
56.2005	3.000	0	135
64.2312	3.000	0	none
72.1619	3.000	45	90
80.1758	3.000	90	90
88.2064	3.000	none	90
96.2038	3.000	90	135
104.1843	3.000	0	45
112.2315	3.000	0	none
120.2289	3.000	0	135
128.2429	3.000	135	0
136.2235	3.000	135	none
144.2206	3.000	135	135
152.1848	3.000	45	0
160.1988	3.000	45	none
168.1793	3.000	90	45
176.1603	3.000	90	45
184.1908	3.000	none	45
192.1881	3.000	45	90
200.1854	3.000	90	0
208.2494	3.000	none	0
216.2134	3.000	45	0
224.1940	3.000	45	135
232.1913	3.000	45	none
