onset	duration	lh_orientation	rh_orientation
0.1202	3.000	45	45
8.1676	3.000	45	none
16.1650	3.000	45	90
24.1790	3.000	0	90
32.1762	3.000	none	90
40.1903	3.000	135	90
48.2040	3.000	135	0
56.2014	3.000	none	0
64.2152	3.000	135	135
72.1294	3.000	45	45
80.1768	3.000	none	45
88.2076	3.000	0	135
96.2045	3.000	0	0
104.2018	3.000	none	0
112.1994	3.000	0	0
120.2132	3.000	135	135
128.1941	3.000	135	none
136.1413	3.000	45	90
144.1720	3.000	90	135
152.1860	3.000	none	135
160.1832	3.000	90	135
168.1304	3.000	90	45
176.1445	3.000	90	90
184.1917	3.000	none	90
192.1725	3.000	45	0
200.1365	3.000	90	45
208.1678	3.000	90	none
216.2145	3.000	0	0
224.1617	3.000	135	45
232.1923	3.000	135	none
