onset	duration	lh_orientation	rh_orientation
0.1884	3.000	135	0
8.2023	3.000	none	0
16.1833	3.000	0	135
24.1639	3.000	45	135
32.1778	3.000	45	none
40.2083	3.000	0	90
48.2056	3.000	135	135
56.1864	3.000	135	none
64.1837	3.000	90	135
72.1646	3.000	0	45
80.2115	3.000	0	none
88.1928	3.000	90	0
96.2061	3.000	0	0
104.2201	3.000	0	none
112.1508	3.000	90	90
120.1648	3.000	90	90
128.1623	3.000	135	45
136.1763	3.000	none	45
144.1402	3.000	90	90
152.1709	3.000	45	0
160.1684	3.000	45	none
168.1322	3.000	45	45
176.1461	3.000	45	45
184.1776	3.000	45	none
192.1741	3.000	135	90
200.2052	3.000	0	135
208.2020	3.000	none	135
216.1992	3.000	135	0
224.1463	3.000	45	45
232.1773	3.000	45	none
