onset	duration	lh_orientation	rh_orientation
0.1662	3.000	45	0
8.2131	3.000	none	0
16.1441	3.000	45	45
24.2085	3.000	0	135
32.2053	3.000	none	135
40.1693	3.000	0	90
48.1332	3.000	90	45
56.1809	3.000	none	45
64.1782	3.000	90	0
72.1585	3.000	135	135
78.1400	3.000	45	90
86.1703	3.000	none	90
94.1679	3.000	135	90
102.1485	3.000	90	45
110.1790	3.000	none	45
118.1764	3.000	45	0
126.2071	3.000	135	135
134.2043	3.000	none	135
142.1683	3.000	0	90
150.1656	3.000	135	45
158.2297	3.000	135	none
166.2268	3.000	0	135
174.1243	3.000	90	45
182.1884	3.000	90	none
190.2028	3.000	135	0
198.1833	3.000	0	90
206.2299	3.000	0	none
214.1942	3.000	90	135
222.1581	3.000	45	0
230.1726	3.000	45	none
