onset	duration	lh_orientation	rh_orientation
0.1431	3.000	45	0
8.2070	3.000	none	0
16.1546	3.000	0	45
24.1687	3.000	45	0
32.1990	3.000	none	0
40.2130	3.000	0	135
48.1771	3.000	45	135
56.1743	3.000	45	none
64.1553	3.000	45	90
72.2029	3.000	135	0
80.2162	3.000	135	none
88.2301	3.000	0	135
96.2108	3.000	0	0
104.2079	3.000	0	none
112.1554	3.000	45	90
120.1361	3.000	90	45
128.1672	3.000	90	none
136.1808	3.000	90	135
144.1787	3.000	135	90
152.1588	3.000	none	90
160.2060	3.000	135	135
168.1700	3.000	90	0
176.2176	3.000	none	0
184.1814	3.000	135	45
192.1455	3.000	90	45
200.1761	3.000	none	45
208.1733	3.000	0	45
216.1540	3.000	90	90
224.1847	3.000	135	90
232.2151	3.000	135	none
