onset	duration	lh_orientation	rh_orientation
0.1267	3.000	45	45
8.1739	3.000	none	45
16.1546	3.000	90	0
24.1687	3.000	135	45
32.1660	3.000	none	45
40.2129	3.000	0	135
48.1776	3.000	45	0
56.1747	3.000	45	none
64.1886	3.000	135	135
72.1863	3.000	0	90
80.1998	3.000	0	none
88.1810	3.000	135	45
96.1944	3.000	90	135
104.1760	3.000	90	none
112.1560	3.000	90	0
120.1367	3.000	90	90
128.1672	3.000	90	none
136.1981	3.000	0	90
144.1617	3.000	0	45
152.2089	3.000	0	none
160.1898	3.000	90	0
168.2034	3.000	135	135
176.1343	3.000	45	45
184.1820	3.000	45	none
192.2120	3.000	135	0
200.1427	3.000	45	90
208.1907	3.000	none	90
216.1548	3.000	45	135
224.1681	3.000	0	90
232.2154	3.000	0	none
