onset	duration	lh_orientation	rh_orientation
0.1567	3.000	0	90
8.2203	3.000	0	none
16.1679	3.000	90	0
24.1818	3.000	0	90
32.2124	3.000	0	none
40.2097	3.000	135	135
48.1570	3.000	0	45
56.1709	3.000	none	45
64.1522	3.000	90	90
72.1656	3.000	90	90
80.1801	3.000	90	none
88.1436	3.000	90	45
96.1747	3.000	90	135
104.2051	3.000	none	135
112.1858	3.000	45	135
120.1661	3.000	45	0
128.1801	3.000	45	none
136.1441	3.000	45	90
144.1581	3.000	45	0
152.2053	3.000	none	0
160.1862	3.000	0	135
168.2004	3.000	135	0
176.1642	3.000	0	45
184.1947	3.000	none	45
192.1255	3.000	45	45
200.1727	3.000	135	45
208.2037	3.000	135	none
216.2011	3.000	135	0
224.1981	3.000	135	135
232.2283	3.000	none	135
