onset	duration	lh_orientation	rh_orientation
0.2046	3.000	135	0
8.2018	3.000	135	none
16.1992	3.000	90	135
24.1963	3.000	135	135
32.2102	3.000	135	none
40.1577	3.000	90	90
48.2216	3.000	0	0
56.2022	3.000	none	0
64.2162	3.000	135	0
72.1970	3.000	0	45
80.1776	3.000	none	45
88.1915	3.000	135	45
96.1720	3.000	90	45
104.1528	3.000	90	90
112.1835	3.000	none	90
120.1641	3.000	45	90
128.2282	3.000	0	135
136.2254	3.000	none	135
144.1560	3.000	90	90
152.1870	3.000	0	45
160.1840	3.000	none	45
168.1647	3.000	45	90
176.1955	3.000	45	135
184.2261	3.000	none	135
192.1399	3.000	45	45
200.2205	3.000	135	0
208.2177	3.000	none	0
216.1817	3.000	45	135
224.2291	3.000	0	0
232.2264	3.000	none	0
