onset	duration	lh_orientation	rh_orientation
0.5511	3.000	0	45
8.2153	3.000	0	none
16.2959	3.000	0	0
24.3267	3.000	0	135
32.2240	3.000	none	135
40.5210	3.000	45	135
48.1686	3.000	45	135
56.2326	3.000	none	135
64.5631	3.000	90	90
72.1606	3.000	90	45
80.2078	3.000	90	none
88.1718	3.000	45	90
96.1859	3.000	45	0
104.2329	3.000	none	0
112.2470	3.000	135	0
120.2277	3.000	135	0
128.2416	3.000	135	none
136.2056	3.000	135	45
144.1864	3.000	0	90
152.2338	3.000	0	none
160.1975	3.000	135	45
168.1950	3.000	90	135
176.2088	3.000	90	none
184.1562	3.000	90	45
192.2368	3.000	135	0
200.2342	3.000	135	none
208.2482	3.000	0	135
216.1789	3.000	45	90
224.2094	3.000	none	90
232.1735	3.000	90	90
