onset	duration	lh_orientation	rh_orientation
0.1529	3.000	45	0
8.1835	3.000	0	90
16.1808	3.000	none	90
24.1948	3.000	0	90
32.2085	3.000	135	135
40.1894	3.000	135	none
48.2200	3.000	0	135
56.2007	3.000	135	0
64.2144	3.000	none	0
72.2115	3.000	135	135
80.1428	3.000	90	90
88.1740	3.000	90	none
96.2206	3.000	0	0
104.1347	3.000	90	45
112.1986	3.000	90	none
120.1456	3.000	45	45
128.2096	3.000	0	135
136.2071	3.000	0	none
144.1713	3.000	45	0
152.1353	3.000	90	90
160.1992	3.000	none	90
168.1800	3.000	135	90
176.1610	3.000	45	135
184.2241	3.000	none	135
192.1386	3.000	90	45
200.1523	3.000	135	45
208.1830	3.000	none	45
216.1803	3.000	90	0
224.1277	3.000	45	45
232.1748	3.000	none	45
