onset	duration	lh_orientation	rh_orientation
0.1830	3.000	135	0
8.2130	3.000	none	0
16.1939	3.000	135	90
24.1578	3.000	90	90
32.1719	3.000	90	none
40.1523	3.000	45	90
48.1665	3.000	0	90
56.2138	3.000	0	none
64.2109	3.000	135	135
72.1250	3.000	45	90
80.1561	3.000	45	none
88.1702	3.000	0	45
96.1841	3.000	135	135
104.2143	3.000	135	none
112.2115	3.000	0	0
120.2087	3.000	135	135
128.2061	3.000	135	none
136.1703	3.000	45	135
144.1509	3.000	0	45
152.2148	3.000	0	none
160.1953	3.000	0	45
168.1927	3.000	90	0
176.2232	3.000	none	0
184.1542	3.000	90	45
192.1178	3.000	45	45
200.1819	3.000	45	none
208.1794	3.000	90	0
216.1598	3.000	45	135
224.2071	3.000	none	135
232.1713	3.000	90	0
