onset	duration	lh_orientation	rh_orientation
0.1338	3.000	45	45
8.1811	3.000	none	45
16.1949	3.000	0	90
24.1758	3.000	45	0
32.1897	3.000	90	135
40.2204	3.000	none	135
48.1843	3.000	90	0
56.2149	3.000	135	135
64.2127	3.000	none	135
72.2262	3.000	135	135
80.1903	3.000	0	45
88.1710	3.000	none	45
96.1515	3.000	45	90
104.1657	3.000	90	90
112.1963	3.000	90	none
120.1935	3.000	90	0
128.1741	3.000	90	0
136.2045	3.000	none	0
144.1357	3.000	45	90
152.1993	3.000	135	0
160.2301	3.000	135	none
168.1942	3.000	0	45
176.1583	3.000	0	45
184.2051	3.000	0	none
192.2025	3.000	135	135
200.1669	3.000	0	90
208.2305	3.000	0	none
216.1447	3.000	45	45
224.1926	3.000	135	135
232.1895	3.000	135	none
