onset	duration	frameidx	videotime	audiotime	lasttrigger
0.025	0.033	1	0.040	2.075	0.000
0.058	0.033	2	0.080	2.109	0.000
0.092	0.042	3	0.120	2.142	0.000
0.133	0.175	4	0.160	2.175	0.000
0.308	0.042	5	0.200	0.150	0.000
0.350	0.050	6	0.240	0.191	0.000
0.400	0.050	7	0.280	0.241	0.000
0.450	0.025	8	0.320	0.291	0.000
0.475	0.050	9	0.360	0.316	0.000
0.525	0.025	10	0.400	0.366	0.000
0.550	0.050	11	0.440	0.391	0.000
0.600	0.050	12	0.480	0.441	0.000
0.650	0.025	13	0.520	0.491	0.000
0.675	0.050	14	0.560	0.516	0.000
0.725	0.025	15	0.600	0.566	0.000
0.750	0.050	16	0.640	0.972	0.000
0.800	0.050	17	0.680	1.022	0.000
0.850	0.025	18	0.720	1.072	0.000
0.875	0.050	19	0.760	1.097	0.000
0.925	0.025	20	0.800	1.147	0.000
0.950	0.050	21	0.840	1.172	0.000
1.000	0.050	22	0.880	1.222	0.000
1.050	0.025	23	0.920	1.272	0.000
1.075	0.050	24	0.960	1.305	0.000
1.125	0.025	25	1.000	1.355	0.000
1.150	0.050	26	1.040	1.380	0.000
1.200	0.050	27	1.080	1.430	0.000
1.250	0.025	28	1.120	1.480	0.000
1.275	0.050	29	1.160	1.505	0.000
1.325	0.025	30	1.200	1.555	0.000
1.350	0.050	31	1.240	1.580	0.000
1.400	0.050	32	1.280	1.638	0.000
1.450	0.025	33	1.320	1.688	0.000
1.475	0.050	34	1.360	1.713	0.000
1.525	0.025	35	1.400	1.763	0.000
1.550	0.050	36	1.440	1.788	0.000
1.600	0.050	37	1.480	1.838	0.000
1.650	0.025	38	1.520	1.888	0.000
1.675	0.050	39	1.560	1.834	0.000
1.725	0.025	40	1.600	1.884	0.000
1.750	0.050	41	1.640	1.909	0.000
1.800	0.050	42	1.680	1.959	0.000
1.850	0.025	43	1.720	2.009	0.000
1.875	0.050	44	1.760	2.034	0.000
1.925	0.025	45	1.800	2.084	0.000
1.950	0.050	46	1.840	2.109	0.000
2.000	0.050	47	1.880	2.159	0.000
2.050	0.025	48	1.920	2.209	0.000
2.075	0.050	49	1.960	2.234	0.000
2.125	0.025	50	2.000	2.284	0.000
2.150	0.050	51	2.040	2.309	0.000
2.200	0.050	52	2.080	2.359	0.000
2.250	0.025	53	2.120	2.409	0.000
2.275	0.050	54	2.160	2.434	0.000
2.325	0.025	55	2.200	2.547	0.000
2.350	0.050	56	2.240	2.572	0.000
2.400	0.050	57	2.280	2.622	0.000
2.450	0.025	58	2.320	2.672	0.000
2.475	0.050	59	2.360	2.697	0.000
2.525	0.025	60	2.400	2.747	0.000
2.550	0.050	61	2.440	2.772	0.000
