onset	duration	lh_orientation	rh_orientation
0.2016	3.000	135	0
8.2168	3.000	135	none
16.2129	3.000	0	135
24.1935	3.000	90	0
32.1909	3.000	90	none
40.2047	3.000	135	0
48.1356	3.000	45	90
56.1828	3.000	0	45
64.1800	3.000	none	45
72.1941	3.000	90	0
80.1746	3.000	135	45
88.2053	3.000	135	none
96.1359	3.000	45	90
104.2002	3.000	0	135
112.2139	3.000	none	135
120.1783	3.000	45	135
128.1753	3.000	135	45
136.1727	3.000	none	45
144.1864	3.000	0	90
152.1670	3.000	45	135
160.2143	3.000	none	135
168.1620	3.000	90	45
176.1758	3.000	90	0
184.2078	3.000	none	0
192.2037	3.000	135	135
200.1346	3.000	90	45
208.1817	3.000	none	45
216.1458	3.000	45	90
224.1763	3.000	0	90
232.1737	3.000	none	90
