onset	duration	lh_orientation	rh_orientation
0.1831	3.000	135	135
8.2132	3.000	none	135
16.1777	3.000	0	90
24.1583	3.000	45	0
32.1557	3.000	45	none
40.1527	3.000	90	135
48.1169	3.000	45	45
56.1808	3.000	45	0
64.1616	3.000	45	none
72.2084	3.000	135	0
80.1894	3.000	0	135
88.1869	3.000	0	none
96.1343	3.000	90	90
104.1645	3.000	135	90
112.1951	3.000	135	none
120.1760	3.000	90	0
128.1233	3.000	45	45
136.1539	3.000	none	45
144.1344	3.000	90	45
152.1986	3.000	0	0
160.2125	3.000	0	none
168.1433	3.000	45	45
176.1571	3.000	0	45
184.1710	3.000	none	45
192.1683	3.000	135	90
200.1990	3.000	135	135
208.1963	3.000	135	none
216.1769	3.000	0	90
224.1576	3.000	90	135
232.2050	3.000	none	135
