onset	duration	lh_orientation	rh_orientation
0.1301	3.000	90	45
8.1604	3.000	90	none
16.1575	3.000	0	45
24.1215	3.000	45	90
32.1524	3.000	45	none
40.1496	3.000	45	135
48.1302	3.000	45	90
56.1615	3.000	45	none
64.1582	3.000	90	135
72.1557	3.000	45	135
80.1526	3.000	45	none
88.1667	3.000	135	90
96.1641	3.000	90	0
104.2113	3.000	none	0
112.1920	3.000	0	135
120.1225	3.000	90	45
128.1534	3.000	90	none
136.1507	3.000	135	45
144.1646	3.000	0	90
152.1952	3.000	0	none
160.1759	3.000	135	90
168.1897	3.000	0	0
176.2038	3.000	none	0
184.2010	3.000	0	0
192.1985	3.000	135	0
200.1955	3.000	135	0
208.1933	3.000	135	none
216.1238	3.000	45	45
224.1543	3.000	90	135
232.1517	3.000	90	none
