onset	duration	lh_orientation	rh_orientation
0.1701	3.000	135	90
8.1676	3.000	none	90
16.1482	3.000	45	45
24.2134	3.000	135	135
32.2103	3.000	none	135
40.1735	3.000	90	135
48.2042	3.000	0	0
56.2016	3.000	0	none
64.1990	3.000	90	135
72.1794	3.000	45	135
80.2107	3.000	none	135
88.1575	3.000	90	90
96.1712	3.000	0	45
104.1687	3.000	none	45
112.1993	3.000	90	0
120.1797	3.000	45	135
128.2104	3.000	none	135
136.1914	3.000	135	0
144.1551	3.000	45	0
152.1528	3.000	45	none
160.1832	3.000	0	90
168.1970	3.000	135	0
176.2110	3.000	none	0
184.1254	3.000	45	45
192.1563	3.000	135	45
200.1531	3.000	0	45
208.1671	3.000	none	45
216.1475	3.000	90	90
224.1787	3.000	0	90
232.1754	3.000	none	90
