onset	duration	lh_orientation	rh_orientation
0.1600	3.000	135	45
8.2241	3.000	135	none
16.1881	3.000	135	90
24.1692	3.000	0	45
32.2157	3.000	0	none
40.1800	3.000	0	45
48.1771	3.000	135	90
56.2079	3.000	135	none
64.1884	3.000	90	0
72.1858	3.000	0	90
80.1831	3.000	none	90
88.1972	3.000	45	135
96.2277	3.000	135	0
104.2250	3.000	0	0
112.2235	3.000	0	none
120.1530	3.000	45	90
128.1504	3.000	90	45
136.1976	3.000	90	none
144.1949	3.000	45	0
152.1930	3.000	90	135
160.1896	3.000	90	none
168.2201	3.000	135	0
176.1843	3.000	90	135
184.2314	3.000	none	135
192.1623	3.000	45	45
200.1928	3.000	45	135
208.2235	3.000	none	135
216.2043	3.000	0	90
224.1847	3.000	90	135
232.1987	3.000	90	none
