onset	duration	lh_orientation	rh_orientation
0.1259	3.000	45	45
8.1569	3.000	45	none
16.1874	3.000	0	0
24.1843	3.000	135	135
32.2155	3.000	none	135
40.1623	3.000	135	45
48.1261	3.000	90	90
56.1735	3.000	none	90
64.1543	3.000	135	45
72.1182	3.000	45	90
80.1655	3.000	45	none
88.1629	3.000	135	45
96.1434	3.000	90	90
104.1742	3.000	90	none
112.1548	3.000	90	0
120.1521	3.000	90	135
128.1662	3.000	90	none
136.1968	3.000	0	135
144.1606	3.000	45	135
152.1911	3.000	none	135
160.1719	3.000	135	90
168.1360	3.000	45	90
176.1667	3.000	45	none
184.1807	3.000	90	0
192.1946	3.000	0	135
200.2084	3.000	0	none
208.1557	3.000	0	45
216.1531	3.000	45	0
224.1504	3.000	45	none
232.2142	3.000	0	0
