onset	duration	lh_orientation	rh_orientation
0.1584	3.000	0	45
8.1888	3.000	0	none
16.1698	3.000	45	135
24.2003	3.000	135	0
32.2142	3.000	none	0
40.1784	3.000	135	90
48.1257	3.000	45	45
56.1728	3.000	45	none
64.1707	3.000	0	90
72.1507	3.000	90	0
80.2156	3.000	none	0
88.1623	3.000	0	45
96.1927	3.000	135	0
104.1902	3.000	135	none
112.1541	3.000	45	135
120.1513	3.000	45	0
128.2151	3.000	none	0
136.1795	3.000	0	90
144.1435	3.000	90	90
152.1906	3.000	0	135
160.1878	3.000	0	none
168.1687	3.000	90	135
176.1325	3.000	90	45
184.1631	3.000	none	45
192.1939	3.000	135	135
200.1412	3.000	45	90
208.1718	3.000	none	90
216.1524	3.000	135	45
224.1665	3.000	90	0
232.2135	3.000	none	0
