onset	duration	lh_orientation	rh_orientation
0.1576	3.000	90	135
8.1717	3.000	90	none
16.1855	3.000	135	0
24.1496	3.000	90	90
32.1800	3.000	none	90
40.1607	3.000	135	45
48.1414	3.000	45	90
56.1556	3.000	45	none
64.2024	3.000	0	0
72.1497	3.000	0	45
80.1972	3.000	0	none
88.1614	3.000	135	45
96.1585	3.000	90	135
104.1392	3.000	90	90
112.1531	3.000	none	90
120.1502	3.000	45	0
128.1313	3.000	45	45
136.1454	3.000	none	45
144.2100	3.000	135	135
152.1228	3.000	45	90
160.1537	3.000	45	none
168.1842	3.000	0	0
176.1650	3.000	0	90
184.1958	3.000	0	none
192.1926	3.000	135	0
200.1568	3.000	45	135
208.2040	3.000	none	135
216.1514	3.000	90	135
224.1655	3.000	0	45
232.1627	3.000	none	45
