onset	duration	lh_orientation	rh_orientation
0.1664	3.000	135	90
8.2636	3.000	135	none
16.1940	3.000	45	0
24.1915	3.000	0	0
32.2721	3.000	0	none
40.1859	3.000	90	135
48.2001	3.000	135	135
56.2971	3.000	none	135
64.1946	3.000	0	90
72.2087	3.000	135	0
80.3056	3.000	none	0
88.1866	3.000	135	45
96.1670	3.000	90	135
104.2642	3.000	none	135
112.1617	3.000	90	135
120.1600	3.000	45	0
128.2564	3.000	none	0
136.1707	3.000	0	90
144.1010	3.000	45	45
152.1321	3.000	45	0
160.2789	3.000	none	0
168.1765	3.000	0	45
176.2083	3.000	135	135
184.2541	3.000	none	135
192.1189	3.000	45	45
200.1159	3.000	90	90
208.2461	3.000	none	90
216.1770	3.000	0	45
224.1246	3.000	90	90
232.2380	3.000	none	90
