onset	duration	lh_orientation	rh_orientation
0.1517	3.000	135	45
8.2151	3.000	none	45
16.1630	3.000	90	135
24.1938	3.000	0	135
32.2741	3.000	none	135
40.1551	3.000	45	0
48.1863	3.000	135	0
56.2658	3.000	none	0
64.2143	3.000	135	0
72.1780	3.000	0	90
80.2411	3.000	none	90
88.1887	3.000	0	135
96.1361	3.000	45	0
104.2167	3.000	45	none
112.1475	3.000	90	90
120.1788	3.000	0	135
128.1928	3.000	135	135
136.2560	3.000	none	135
144.1533	3.000	0	45
152.1179	3.000	90	45
160.2145	3.000	90	none
168.1122	3.000	45	45
176.1431	3.000	90	90
184.2233	3.000	none	90
192.1208	3.000	45	90
200.1184	3.000	45	45
208.2316	3.000	none	45
216.1621	3.000	90	0
224.1605	3.000	135	90
232.2402	3.000	none	90
