onset	duration	lh_orientation	rh_orientation
0.1929	3.000	0	135
8.2733	3.000	0	none
16.1543	3.000	90	90
24.1184	3.000	45	45
32.2153	3.000	45	none
40.1628	3.000	0	45
48.1268	3.000	45	90
56.1408	3.000	90	135
64.2212	3.000	90	none
72.1525	3.000	45	135
80.2000	3.000	0	135
88.2633	3.000	0	none
96.1773	3.000	135	0
104.1577	3.000	90	0
112.2552	3.000	none	0
120.1859	3.000	135	135
128.1506	3.000	45	0
136.2968	3.000	none	0
144.1778	3.000	0	90
152.1260	3.000	45	45
160.2387	3.000	none	45
168.1865	3.000	135	0
176.1511	3.000	135	45
184.2643	3.000	135	none
192.1786	3.000	135	0
200.1263	3.000	90	45
208.2229	3.000	90	none
216.1202	3.000	90	90
224.1682	3.000	0	90
232.2481	3.000	none	90
