onset	duration	lh_orientation	rh_orientation
0.1472	3.000	90	0
8.2274	3.000	90	none
16.1591	3.000	90	0
24.1559	3.000	45	135
32.1862	3.000	45	none
40.1674	3.000	135	90
48.1153	3.000	90	45
56.2453	3.000	none	45
64.1923	3.000	0	135
72.1901	3.000	0	0
80.1707	3.000	0	135
88.2678	3.000	none	135
96.1314	3.000	45	45
104.1461	3.000	45	90
112.2595	3.000	none	90
120.1903	3.000	0	45
128.1378	3.000	90	45
136.2346	3.000	none	45
144.1989	3.000	135	0
152.1296	3.000	90	45
160.2434	3.000	90	none
168.2240	3.000	135	135
176.1715	3.000	45	135
184.2355	3.000	45	none
192.1662	3.000	45	0
200.1968	3.000	0	90
208.2770	3.000	0	none
216.1748	3.000	135	90
224.1889	3.000	135	90
232.2690	3.000	none	90
