onset	duration	lh_orientation	rh_orientation
0.1563	3.000	135	90
8.2198	3.000	none	90
16.1508	3.000	90	135
24.0984	3.000	45	45
32.2296	3.000	45	none
40.1600	3.000	90	0
48.1570	3.000	0	45
56.2372	3.000	0	none
64.1847	3.000	0	135
72.1492	3.000	135	45
80.1459	3.000	135	90
88.2610	3.000	135	none
96.1239	3.000	90	90
104.1055	3.000	45	45
112.2182	3.000	none	45
120.1492	3.000	90	0
128.1970	3.000	135	0
136.2604	3.000	135	none
144.1580	3.000	0	90
152.1225	3.000	45	45
160.2354	3.000	none	45
168.1998	3.000	135	0
176.1643	3.000	45	0
184.2608	3.000	none	0
192.1582	3.000	45	135
200.1729	3.000	90	135
208.2197	3.000	90	none
216.1837	3.000	0	90
224.1650	3.000	0	135
232.2623	3.000	0	none
