onset	duration	frameidx	videotime	audiotime
0.025	0.042	1	0.040	3.184
0.067	0.042	2	0.080	3.217
0.108	0.050	3	0.120	3.259
0.158	0.150	4	0.160	3.309
0.308	0.050	5	0.200	0.150
0.358	0.050	6	0.240	0.200
0.408	0.025	7	0.280	0.250
0.433	0.050	8	0.320	0.275
0.483	0.050	9	0.360	0.325
0.533	0.025	10	0.400	0.375
0.558	0.050	11	0.440	0.400
0.608	0.025	12	0.480	0.450
0.633	0.050	13	0.520	0.475
0.683	0.050	14	0.560	0.525
0.733	0.025	15	0.600	0.978
0.758	0.050	16	0.640	1.003
0.808	0.025	17	0.680	1.053
0.833	0.050	18	0.720	1.078
0.883	0.050	19	0.760	1.128
0.933	0.025	20	0.800	1.178
0.958	0.050	21	0.840	1.203
1.008	0.025	22	0.880	1.253
1.034	0.050	23	0.920	1.247
1.083	0.050	24	0.960	1.296
1.133	0.025	25	1.000	1.347
1.159	0.050	26	1.040	1.372
1.208	0.025	27	1.080	1.422
1.233	0.050	28	1.120	1.447
1.284	0.050	29	1.160	1.497
1.333	0.025	30	1.200	1.547
1.358	0.050	31	1.240	1.740
1.409	0.025	32	1.280	1.790
1.434	0.050	33	1.320	1.815
1.484	0.050	34	1.360	1.865
1.534	0.025	35	1.400	1.915
1.559	0.050	36	1.440	1.940
1.609	0.025	37	1.480	1.990
1.634	0.050	38	1.520	2.015
1.684	0.050	39	1.560	1.866
1.734	0.025	40	1.600	1.916
1.759	0.050	41	1.640	1.941
1.809	0.025	42	1.680	1.991
1.834	0.050	43	1.720	2.016
1.884	0.050	44	1.760	2.066
1.934	0.025	45	1.800	2.116
1.959	0.050	46	1.840	2.141
2.009	0.025	47	1.880	2.191
2.034	0.050	48	1.920	2.216
2.084	0.050	49	1.960	2.266
2.134	0.025	50	2.000	2.316
2.159	0.050	51	2.040	2.341
2.209	0.025	52	2.080	2.391
2.234	0.050	53	2.120	2.416
2.284	0.050	54	2.160	2.489
2.334	0.025	55	2.200	2.539
2.359	0.050	56	2.240	2.564
2.409	0.025	57	2.280	2.614
2.434	0.050	58	2.320	2.639
2.484	0.050	59	2.360	2.689
2.534	0.025	60	2.400	2.739
2.559	0.050	61	2.440	2.764
2.609	0.025	62	2.480	2.912
2.634	0.050	63	2.520	2.937
2.684	0.050	64	2.560	2.987
2.734	0.025	65	2.600	3.037
2.759	0.050	66	2.640	3.062
2.809	0.025	67	2.680	3.112
2.834	0.050	68	2.720	3.137
2.884	0.050	69	2.760	3.187
2.934	0.025	70	2.800	3.197
2.959	0.050	71	2.840	3.222
3.009	0.025	72	2.880	3.272
3.034	0.050	73	2.920	3.297
3.084	0.050	74	2.960	3.347
3.134	0.025	75	3.000	3.397
3.159	0.050	76	3.040	3.422
3.209	0.025	77	3.080	3.472
3.234	0.050	78	3.120	3.416
3.284	0.050	79	3.160	3.466
3.334	0.025	80	3.200	3.516
3.359	0.050	81	3.240	3.541
3.409	0.025	82	3.280	3.591
3.434	0.050	83	3.320	3.616
3.484	0.050	84	3.360	3.666
3.534	0.025	85	3.400	3.716
3.559	0.050	86	3.440	3.741
3.609	0.025	87	3.480	3.791
3.634	0.050	88	3.520	3.816
3.684	0.050	89	3.560	3.866
3.734	0.025	90	3.600	3.916
3.759	0.050	91	3.640	3.941
3.809	0.025	92	3.680	3.991
3.834	0.050	93	3.720	4.016
3.884	0.050	94	3.760	4.089
3.934	0.025	95	3.800	4.139
3.959	0.050	96	3.840	4.164
4.009	0.025	97	3.880	4.214
4.034	0.050	98	3.920	4.239
4.084	0.050	99	3.960	4.289
4.134	0.025	100	4.000	4.339
4.159	0.050	101	4.040	4.332
4.209	0.025	102	4.080	4.382
4.234	0.050	103	4.120	4.407
4.284	0.050	104	4.160	4.457
4.334	0.025	105	4.200	4.507
4.359	0.050	106	4.240	4.532
4.409	0.025	107	4.280	4.582
4.434	0.050	108	4.320	4.607
4.484	0.050	109	4.360	4.825
4.534	0.025	110	4.400	4.875
4.559	0.050	111	4.440	4.900
4.609	0.025	112	4.480	4.950
4.634	0.050	113	4.520	4.975
4.684	0.050	114	4.560	5.025
4.734	0.025	115	4.600	5.075
4.759	0.050	116	4.640	5.100
4.809	0.025	117	4.680	4.991
4.834	0.050	118	4.720	5.016
4.884	0.050	119	4.760	5.066
4.934	0.025	120	4.800	5.116
4.959	0.050	121	4.840	5.141
5.009	0.025	122	4.880	5.191
5.034	0.050	123	4.920	5.216
5.084	0.050	124	4.960	5.266
5.134	0.025	125	5.000	5.316
5.159	0.050	126	5.040	5.341
5.209	0.025	127	5.080	5.391
5.234	0.050	128	5.120	5.416
5.284	0.050	129	5.160	5.466
5.334	0.025	130	5.200	5.516
5.359	0.050	131	5.240	5.541
5.409	0.025	132	5.280	5.654
5.434	0.050	133	5.320	5.679
5.484	0.050	134	5.360	5.729
5.534	0.025	135	5.400	5.779
5.559	0.050	136	5.440	5.804
5.609	0.025	137	5.480	5.854
5.634	0.050	138	5.520	5.879
5.684	0.050	139	5.560	5.929
5.734	0.025	140	5.600	5.987
5.759	0.050	141	5.640	6.012
5.809	0.025	142	5.680	6.062
5.834	0.050	143	5.720	6.087
5.884	0.050	144	5.760	6.137
5.934	0.025	145	5.800	6.187
5.959	0.050	146	5.840	6.212
6.009	0.025	147	5.880	6.262
6.034	0.050	148	5.920	6.256
6.084	0.050	149	5.960	6.306
6.134	0.025	150	6.000	6.356
6.159	0.050	151	6.040	6.381
6.209	0.025	152	6.080	6.431
6.234	0.050	153	6.120	6.456
6.284	0.050	154	6.160	6.506
6.334	0.025	155	6.200	6.517
6.360	0.050	156	6.240	6.542
6.410	0.025	157	6.280	6.592
6.435	0.050	158	6.320	6.617
6.485	0.050	159	6.360	6.667
6.535	0.025	160	6.400	6.717
6.560	0.050	161	6.440	6.742
6.610	0.025	162	6.480	6.792
6.635	0.050	163	6.520	6.817
6.685	0.050	164	6.560	6.867
6.735	0.025	165	6.600	6.917
6.760	0.050	166	6.640	6.942
6.810	0.025	167	6.680	6.992
6.835	0.050	168	6.720	7.017
6.885	0.050	169	6.760	7.067
6.935	0.025	170	6.800	7.117
6.960	0.050	171	6.840	7.165
7.010	0.025	172	6.880	7.215
7.035	0.050	173	6.920	7.240
7.085	0.050	174	6.960	7.290
7.135	0.025	175	7.000	7.340
7.160	0.050	176	7.040	7.365
7.210	0.025	177	7.080	7.415
7.235	0.050	178	7.120	7.440
7.285	0.050	179	7.160	7.498
7.335	0.025	180	7.200	7.548
7.360	0.050	181	7.240	7.573
7.410	0.025	182	7.280	7.623
7.435	0.050	183	7.320	7.648
7.485	0.050	184	7.360	7.698
7.535	0.025	185	7.400	7.748
7.560	0.050	186	7.440	7.773
7.610	0.025	187	7.480	7.873
7.635	0.050	188	7.520	7.898
7.685	0.050	189	7.560	7.948
7.735	0.025	190	7.600	7.998
7.760	0.050	191	7.640	8.023
7.810	0.025	192	7.680	8.073
7.835	0.050	193	7.720	8.098
7.885	0.050	194	7.760	8.148
7.935	0.025	195	7.800	8.117
7.960	0.050	196	7.840	8.142
8.010	0.025	197	7.880	8.192
8.035	0.050	198	7.920	8.217
8.085	0.050	199	7.960	8.267
8.135	0.025	200	8.000	8.317
8.160	0.050	201	8.040	8.342
8.210	0.025	202	8.080	8.392
8.235	0.050	203	8.120	8.417
8.285	0.050	204	8.160	8.467
8.335	0.025	205	8.200	8.517
8.360	0.050	206	8.240	8.542
8.410	0.025	207	8.280	8.592
8.435	0.050	208	8.320	8.617
8.485	0.050	209	8.360	8.667
8.535	0.025	210	8.400	8.780
8.560	0.050	211	8.440	8.805
8.610	0.025	212	8.480	8.855
8.635	0.050	213	8.520	8.880
8.685	0.050	214	8.560	8.930
8.735	0.025	215	8.600	8.980
8.760	0.050	216	8.640	9.005
8.810	0.025	217	8.680	9.055
8.835	0.050	218	8.720	9.088
8.885	0.050	219	8.760	9.138
8.935	0.025	220	8.800	9.188
8.960	0.050	221	8.840	9.213
9.010	0.025	222	8.880	9.263
9.035	0.050	223	8.920	9.288
9.085	0.050	224	8.960	9.338
9.135	0.025	225	9.000	9.388
9.160	0.050	226	9.040	9.341
9.210	0.025	227	9.080	9.391
9.235	0.050	228	9.120	9.416
9.285	0.050	229	9.160	9.466
9.335	0.025	230	9.200	9.516
9.360	0.050	231	9.240	9.541
9.410	0.025	232	9.280	9.591
9.435	0.050	233	9.320	9.616
9.485	0.050	234	9.360	9.667
9.535	0.025	235	9.400	9.717
9.560	0.050	236	9.440	9.742
9.610	0.025	237	9.480	9.792
9.635	0.050	238	9.520	9.817
9.685	0.050	239	9.560	9.867
9.735	0.025	240	9.600	9.917
9.760	0.050	241	9.640	9.942
9.810	0.025	242	9.680	9.992
9.835	0.050	243	9.720	10.017
9.885	0.050	244	9.760	10.067
9.935	0.025	245	9.800	10.117
9.960	0.050	246	9.840	10.142
10.010	0.025	247	9.880	10.192
10.035	0.050	248	9.920	10.217
10.085	0.050	249	9.960	10.330
10.135	0.025	250	10.000	10.380
10.160	0.050	251	10.040	10.405
10.210	0.025	252	10.080	10.455
10.235	0.050	253	10.120	10.480
10.285	0.050	254	10.160	10.530
10.335	0.025	255	10.200	10.580
10.360	0.050	256	10.240	10.605
10.410	0.025	257	10.280	10.663
10.435	0.050	258	10.320	10.688
10.485	0.050	259	10.360	10.738
10.535	0.025	260	10.400	10.788
10.560	0.050	261	10.440	10.813
10.610	0.025	262	10.480	10.863
10.635	0.050	263	10.520	10.888
10.685	0.050	264	10.560	10.938
10.735	0.025	265	10.600	10.916
10.760	0.050	266	10.640	10.941
10.810	0.025	267	10.680	10.991
10.835	0.050	268	10.720	11.017
10.885	0.050	269	10.760	11.066
10.935	0.025	270	10.800	11.116
10.960	0.050	271	10.840	11.142
11.010	0.025	272	10.880	11.192
11.035	0.050	273	10.920	11.218
11.085	0.050	274	10.960	11.267
11.135	0.025	275	11.000	11.318
11.160	0.050	276	11.040	11.343
11.210	0.025	277	11.080	11.393
11.235	0.050	278	11.120	11.418
11.286	0.050	279	11.160	11.468
11.336	0.025	280	11.200	11.518
11.361	0.050	281	11.240	11.543
11.411	0.025	282	11.280	11.593
11.436	0.050	283	11.320	11.618
11.486	0.050	284	11.360	11.668
11.536	0.025	285	11.400	11.718
11.561	0.050	286	11.440	11.743
11.611	0.025	287	11.480	11.793
11.636	0.050	288	11.520	11.801
11.686	0.050	289	11.560	11.851
11.736	0.025	290	11.600	11.901
11.761	0.050	291	11.640	11.926
11.811	0.025	292	11.680	11.976
11.836	0.050	293	11.720	12.001
11.886	0.050	294	11.760	12.051
11.936	0.025	295	11.800	12.101
11.961	0.050	296	11.840	12.134
12.011	0.025	297	11.880	12.184
12.036	0.050	298	11.920	12.209
12.086	0.050	299	11.960	12.259
12.136	0.025	300	12.000	12.309
12.161	0.050	301	12.040	12.334
12.211	0.025	302	12.080	12.384
