onset	duration	frameidx	videotime	audiotime
0.025	0.042	1	0.040	3.359
0.067	0.042	2	0.080	3.392
0.108	0.050	3	0.120	3.434
0.158	0.150	4	0.160	3.484
0.308	0.050	5	0.200	0.150
0.358	0.050	6	0.240	0.200
0.408	0.025	7	0.280	0.250
0.433	0.050	8	0.320	0.275
0.483	0.050	9	0.360	0.325
0.533	0.025	10	0.400	0.375
0.558	0.050	11	0.440	0.400
0.608	0.025	12	0.480	0.450
0.633	0.050	13	0.520	0.475
0.683	0.050	14	0.560	0.525
0.733	0.025	15	0.600	0.940
0.758	0.050	16	0.640	0.965
0.808	0.025	17	0.680	1.015
0.833	0.050	18	0.720	1.040
0.883	0.050	19	0.760	1.090
0.933	0.025	20	0.800	1.140
0.958	0.050	21	0.840	1.165
1.008	0.025	22	0.880	1.215
1.033	0.050	23	0.920	1.248
1.083	0.050	24	0.960	1.298
1.133	0.025	25	1.000	1.348
1.158	0.050	26	1.040	1.373
1.208	0.025	27	1.080	1.423
1.234	0.050	28	1.120	1.448
1.283	0.050	29	1.160	1.498
1.333	0.025	30	1.200	1.548
1.359	0.050	31	1.240	1.541
1.408	0.025	32	1.280	1.591
1.433	0.050	33	1.320	1.616
1.484	0.050	34	1.360	1.666
1.533	0.025	35	1.400	1.716
1.558	0.050	36	1.440	1.741
1.609	0.025	37	1.480	1.791
1.633	0.050	38	1.520	1.816
1.683	0.050	39	1.560	1.867
1.734	0.025	40	1.600	1.917
1.759	0.050	41	1.640	1.942
1.809	0.025	42	1.680	1.992
1.834	0.050	43	1.720	2.017
1.884	0.050	44	1.760	2.067
1.934	0.025	45	1.800	2.117
1.959	0.050	46	1.840	2.142
2.009	0.025	47	1.880	2.192
2.034	0.050	48	1.920	2.217
2.084	0.050	49	1.960	2.267
2.134	0.025	50	2.000	2.317
2.159	0.050	51	2.040	2.342
2.209	0.025	52	2.080	2.392
2.234	0.050	53	2.120	2.417
2.284	0.050	54	2.160	2.450
2.334	0.025	55	2.200	2.500
2.359	0.050	56	2.240	2.525
2.409	0.025	57	2.280	2.575
2.434	0.050	58	2.320	2.600
2.484	0.050	59	2.360	2.650
2.534	0.025	60	2.400	2.700
2.559	0.050	61	2.440	2.725
2.609	0.025	62	2.480	2.903
2.634	0.050	63	2.520	2.928
2.684	0.050	64	2.560	2.978
2.734	0.025	65	2.600	3.028
2.759	0.050	66	2.640	3.053
2.809	0.025	67	2.680	3.103
2.834	0.050	68	2.720	3.128
2.884	0.050	69	2.760	3.178
2.934	0.025	70	2.800	3.199
2.959	0.050	71	2.840	3.224
3.009	0.025	72	2.880	3.274
3.034	0.050	73	2.920	3.299
3.084	0.050	74	2.960	3.349
3.134	0.025	75	3.000	3.399
3.159	0.050	76	3.040	3.424
3.209	0.025	77	3.080	3.474
3.234	0.050	78	3.120	3.418
3.284	0.050	79	3.160	3.468
3.334	0.025	80	3.200	3.518
3.359	0.050	81	3.240	3.543
3.409	0.025	82	3.280	3.593
3.434	0.050	83	3.320	3.618
3.484	0.050	84	3.360	3.668
3.534	0.025	85	3.400	3.718
3.559	0.050	86	3.440	3.743
3.609	0.025	87	3.480	3.793
3.634	0.050	88	3.520	3.818
3.684	0.050	89	3.560	3.868
3.734	0.025	90	3.600	3.918
3.759	0.050	91	3.640	3.943
3.809	0.025	92	3.680	3.993
3.834	0.050	93	3.720	4.041
3.884	0.050	94	3.760	4.091
3.934	0.025	95	3.800	4.141
3.959	0.050	96	3.840	4.166
4.009	0.025	97	3.880	4.216
4.034	0.050	98	3.920	4.241
4.084	0.050	99	3.960	4.291
4.134	0.025	100	4.000	4.341
4.159	0.050	101	4.040	4.334
4.209	0.025	102	4.080	4.384
4.234	0.050	103	4.120	4.409
4.284	0.050	104	4.160	4.459
4.334	0.025	105	4.200	4.509
4.359	0.050	106	4.240	4.534
4.409	0.025	107	4.280	4.584
4.434	0.050	108	4.320	4.609
4.484	0.050	109	4.360	4.827
4.534	0.025	110	4.400	4.877
4.559	0.050	111	4.440	4.902
4.609	0.025	112	4.480	4.952
4.634	0.050	113	4.520	4.977
4.684	0.050	114	4.560	5.027
4.734	0.025	115	4.600	5.077
4.759	0.050	116	4.640	5.102
4.809	0.025	117	4.680	4.993
4.834	0.050	118	4.720	5.018
4.884	0.050	119	4.760	5.068
4.934	0.025	120	4.800	5.118
4.959	0.050	121	4.840	5.143
5.009	0.025	122	4.880	5.193
5.034	0.050	123	4.920	5.218
5.084	0.050	124	4.960	5.268
5.134	0.025	125	5.000	5.318
5.159	0.050	126	5.040	5.343
5.209	0.025	127	5.080	5.393
5.234	0.050	128	5.120	5.418
5.284	0.050	129	5.160	5.468
5.334	0.025	130	5.200	5.518
5.359	0.050	131	5.240	5.543
5.409	0.025	132	5.280	5.696
5.434	0.050	133	5.320	5.721
5.484	0.050	134	5.360	5.771
5.534	0.025	135	5.400	5.821
5.559	0.050	136	5.440	5.846
5.609	0.025	137	5.480	5.896
5.634	0.050	138	5.520	5.921
5.684	0.050	139	5.560	5.971
5.734	0.025	140	5.600	6.039
5.759	0.050	141	5.640	6.064
5.809	0.025	142	5.680	6.114
5.834	0.050	143	5.720	6.139
5.884	0.050	144	5.760	6.189
5.934	0.025	145	5.800	6.239
5.959	0.050	146	5.840	6.264
6.009	0.025	147	5.880	6.314
6.034	0.050	148	5.920	6.257
6.084	0.050	149	5.960	6.307
6.134	0.025	150	6.000	6.357
6.159	0.050	151	6.040	6.382
6.210	0.025	152	6.080	6.432
6.235	0.050	153	6.120	6.457
6.284	0.050	154	6.160	6.507
6.334	0.025	155	6.200	6.518
6.360	0.050	156	6.240	6.543
6.409	0.025	157	6.280	6.593
6.434	0.050	158	6.320	6.618
6.485	0.050	159	6.360	6.668
6.534	0.025	160	6.400	6.718
6.559	0.050	161	6.440	6.743
6.610	0.025	162	6.480	6.793
6.635	0.050	163	6.520	6.818
6.685	0.050	164	6.560	6.868
6.735	0.025	165	6.600	6.918
6.760	0.050	166	6.640	6.943
6.810	0.025	167	6.680	6.993
6.835	0.050	168	6.720	7.018
6.885	0.050	169	6.760	7.068
6.935	0.025	170	6.800	7.118
6.960	0.050	171	6.840	7.206
7.010	0.025	172	6.880	7.256
7.035	0.050	173	6.920	7.281
7.085	0.050	174	6.960	7.331
7.135	0.025	175	7.000	7.381
7.160	0.050	176	7.040	7.406
7.210	0.025	177	7.080	7.456
7.235	0.050	178	7.120	7.481
7.285	0.050	179	7.160	7.539
7.335	0.025	180	7.200	7.589
7.360	0.050	181	7.240	7.614
7.410	0.025	182	7.280	7.664
7.435	0.050	183	7.320	7.689
7.485	0.050	184	7.360	7.739
7.535	0.025	185	7.400	7.789
7.560	0.050	186	7.440	7.814
7.610	0.025	187	7.480	7.912
7.635	0.050	188	7.520	7.938
7.685	0.050	189	7.560	7.987
7.735	0.025	190	7.600	8.037
7.760	0.050	191	7.640	8.063
7.810	0.025	192	7.680	8.112
7.835	0.050	193	7.720	8.138
7.885	0.050	194	7.760	8.188
7.935	0.025	195	7.800	8.119
7.960	0.050	196	7.840	8.144
8.010	0.025	197	7.880	8.194
8.035	0.050	198	7.920	8.219
8.085	0.050	199	7.960	8.269
8.135	0.025	200	8.000	8.319
8.160	0.050	201	8.040	8.344
8.210	0.025	202	8.080	8.394
8.235	0.050	203	8.120	8.419
8.285	0.050	204	8.160	8.469
8.335	0.025	205	8.200	8.519
8.360	0.050	206	8.240	8.544
8.410	0.025	207	8.280	8.594
8.435	0.050	208	8.320	8.619
8.485	0.050	209	8.360	8.669
8.535	0.025	210	8.400	8.862
8.560	0.050	211	8.440	8.887
8.610	0.025	212	8.480	8.937
8.635	0.050	213	8.520	8.962
8.685	0.050	214	8.560	9.012
8.735	0.025	215	8.600	9.062
8.760	0.050	216	8.640	9.087
8.810	0.025	217	8.680	9.137
8.835	0.050	218	8.720	9.020
8.885	0.050	219	8.760	9.070
8.935	0.025	220	8.800	9.120
8.960	0.050	221	8.840	9.145
9.010	0.025	222	8.880	9.195
9.035	0.050	223	8.920	9.220
9.085	0.050	224	8.960	9.270
9.135	0.025	225	9.000	9.320
9.160	0.050	226	9.040	9.543
9.210	0.025	227	9.080	9.593
9.235	0.050	228	9.120	9.618
9.285	0.050	229	9.160	9.668
9.335	0.025	230	9.200	9.718
9.360	0.050	231	9.240	9.743
9.410	0.025	232	9.280	9.793
9.435	0.050	233	9.320	9.818
9.485	0.050	234	9.360	9.669
9.535	0.025	235	9.400	9.719
9.560	0.050	236	9.440	9.744
9.610	0.025	237	9.480	9.794
9.635	0.050	238	9.520	9.819
9.685	0.050	239	9.560	9.869
9.735	0.025	240	9.600	9.919
9.760	0.050	241	9.640	9.944
9.810	0.025	242	9.680	9.994
9.835	0.050	243	9.720	10.019
9.885	0.050	244	9.760	10.069
9.935	0.025	245	9.800	10.119
9.960	0.050	246	9.840	10.144
10.010	0.025	247	9.880	10.194
10.035	0.050	248	9.920	10.219
10.085	0.050	249	9.960	10.292
10.135	0.025	250	10.000	10.342
10.160	0.050	251	10.040	10.367
10.210	0.025	252	10.080	10.417
10.235	0.050	253	10.120	10.442
10.285	0.050	254	10.160	10.492
10.335	0.025	255	10.200	10.542
10.360	0.050	256	10.240	10.567
10.410	0.025	257	10.280	10.635
10.435	0.050	258	10.320	10.660
10.485	0.050	259	10.360	10.710
10.535	0.025	260	10.400	10.760
10.560	0.050	261	10.440	10.785
10.610	0.025	262	10.480	10.835
10.635	0.050	263	10.520	10.860
10.685	0.050	264	10.560	10.910
10.735	0.025	265	10.600	10.960
10.760	0.050	266	10.640	10.985
10.810	0.025	267	10.680	11.035
10.835	0.050	268	10.720	11.060
10.885	0.050	269	10.760	11.110
10.935	0.025	270	10.800	11.160
10.960	0.050	271	10.840	11.185
11.010	0.025	272	10.880	11.194
11.035	0.050	273	10.920	11.219
11.085	0.050	274	10.960	11.269
11.136	0.025	275	11.000	11.319
11.160	0.050	276	11.040	11.344
11.210	0.025	277	11.080	11.394
11.235	0.050	278	11.120	11.419
11.285	0.050	279	11.160	11.469
11.335	0.025	280	11.200	11.519
11.360	0.050	281	11.240	11.544
11.410	0.025	282	11.280	11.594
11.435	0.050	283	11.320	11.619
11.485	0.050	284	11.360	11.669
11.535	0.025	285	11.400	11.719
11.560	0.050	286	11.440	11.744
11.611	0.025	287	11.480	11.794
11.636	0.050	288	11.520	11.802
11.686	0.050	289	11.560	11.852
11.736	0.025	290	11.600	11.902
11.761	0.050	291	11.640	11.927
11.811	0.025	292	11.680	11.977
11.836	0.050	293	11.720	12.002
11.886	0.050	294	11.760	12.052
11.936	0.025	295	11.800	12.102
11.961	0.050	296	11.840	12.135
12.011	0.025	297	11.880	12.185
12.036	0.050	298	11.920	12.210
12.086	0.050	299	11.960	12.260
12.136	0.025	300	12.000	12.310
12.161	0.050	301	12.040	12.335
12.211	0.025	302	12.080	12.385
12.236	0.050	303	12.120	12.410
12.286	0.050	304	12.160	12.468
12.336	0.025	305	12.200	12.518
12.361	0.050	306	12.240	12.543
12.411	0.025	307	12.280	12.593
12.436	0.050	308	12.320	12.618
12.486	0.050	309	12.360	12.668
12.536	0.025	310	12.400	12.718
12.561	0.050	311	12.440	12.744
12.611	0.025	312	12.480	12.794
12.636	0.050	313	12.520	12.820
12.686	0.050	314	12.560	12.870
12.736	0.025	315	12.600	12.919
12.761	0.050	316	12.640	12.945
12.811	0.025	317	12.680	12.995
12.836	0.050	318	12.720	13.020
12.886	0.050	319	12.760	13.070
12.936	0.025	320	12.800	13.120
12.961	0.050	321	12.840	13.145
13.011	0.025	322	12.880	13.195
13.036	0.050	323	12.920	13.220
13.086	0.050	324	12.960	13.270
13.136	0.025	325	13.000	13.320
13.161	0.050	326	13.040	13.345
13.211	0.025	327	13.080	13.458
13.236	0.050	328	13.120	13.483
13.286	0.050	329	13.160	13.533
13.336	0.025	330	13.200	13.583
13.361	0.050	331	13.240	13.608
13.411	0.025	332	13.280	13.658
13.436	0.050	333	13.320	13.683
13.486	0.050	334	13.360	13.733
13.536	0.025	335	13.400	13.791
13.561	0.050	336	13.440	13.816
13.611	0.025	337	13.480	13.866
13.636	0.050	338	13.520	13.891
13.686	0.050	339	13.560	13.941
13.736	0.025	340	13.600	13.991
13.761	0.050	341	13.640	14.016
13.811	0.025	342	13.680	14.066
13.836	0.050	343	13.720	14.099
13.886	0.050	344	13.760	14.149
13.936	0.025	345	13.800	14.199
13.961	0.050	346	13.840	14.224
14.011	0.025	347	13.880	14.274
14.036	0.050	348	13.920	14.299
14.086	0.050	349	13.960	14.349
14.136	0.025	350	14.000	14.320
14.161	0.050	351	14.040	14.345
14.211	0.025	352	14.080	14.395
14.236	0.050	353	14.120	14.420
14.286	0.050	354	14.160	14.470
14.336	0.025	355	14.200	14.520
14.361	0.050	356	14.240	14.545
14.411	0.025	357	14.280	14.595
14.436	0.050	358	14.320	14.620
14.486	0.050	359	14.360	14.670
14.536	0.025	360	14.400	14.720
14.561	0.050	361	14.440	14.745
14.611	0.025	362	14.480	14.795
14.636	0.050	363	14.520	14.820
14.686	0.050	364	14.560	14.870
14.736	0.025	365	14.600	14.920
14.761	0.050	366	14.640	15.128
14.811	0.025	367	14.680	15.178
14.836	0.050	368	14.720	15.203
14.886	0.050	369	14.760	15.253
14.936	0.025	370	14.800	15.303
14.961	0.050	371	14.840	15.328
15.011	0.025	372	14.880	15.378
15.036	0.050	373	14.920	15.403
15.086	0.050	374	14.960	15.461
15.136	0.025	375	15.000	15.511
15.161	0.050	376	15.040	15.536
15.211	0.025	377	15.080	15.586
15.236	0.050	378	15.120	15.611
15.286	0.050	379	15.160	15.661
15.336	0.025	380	15.200	15.711
15.361	0.050	381	15.240	15.736
15.411	0.025	382	15.280	15.794
15.436	0.050	383	15.320	15.819
15.486	0.050	384	15.360	15.869
15.536	0.025	385	15.400	15.919
15.561	0.050	386	15.440	15.944
15.611	0.025	387	15.480	15.994
15.636	0.050	388	15.520	16.019
15.686	0.050	389	15.560	16.069
15.736	0.025	390	15.600	15.920
15.761	0.050	391	15.640	15.945
15.811	0.025	392	15.680	15.995
15.836	0.050	393	15.720	16.020
